AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
5-9|0.5|0.7|0.6|114|Incidence|19389067|Bones and Joints|2005
<1|~|~|~|~|Incidence|4004393|Bones and Joints|2005
1-4|0.6|0.9|0.8|120|Mortality|15913007|Leukemia|2005
10-14|0.6|0.8|0.7|150|Mortality|21212579|Leukemia|2005
15-19|0.9|1.2|1.0|223|Mortality|21486214|Leukemia|2005
5-9|0.5|0.8|0.6|125|Mortality|19389067|Leukemia|2005
<1|0.3|0.8|0.5|22|Mortality|4004393|Leukemia|2005
1-4|8.2|9.1|8.7|1380|Incidence|15913007|Leukemia|2005
10-14|2.6|3.1|2.8|600|Incidence|21212579|Leukemia|2005
15-19|2.6|3.0|2.8|596|Incidence|21486214|Leukemia|2005
5-9|3.5|4.1|3.8|731|Incidence|19389067|Leukemia|2005
<1|3.7|5.1|4.4|175|Incidence|4004393|Leukemia|2005
1-4|0.7|0.9|0.8|127|Mortality|15913007|Other|2005
10-14|0.3|0.5|0.4|82|Mortality|21212579|Other|2005
15-19|0.5|0.7|0.6|120|Mortality|21486214|Other|2005
5-9|0.4|0.6|0.5|90|Mortality|19389067|Other|2005
<1|0.3|0.7|0.5|19|Mortality|4004393|Other|2005
1-4|4.1|4.8|4.5|711|Incidence|15913007|Other|2005
10-14|2.6|3.1|2.9|607|Incidence|21212579|Other|2005
15-19|8.6|9.4|9.0|1935|Incidence|21486214|Other|2005
5-9|1.4|1.8|1.6|311|Incidence|19389067|Other|2005
<1|10.1|12.2|11.1|445|Incidence|4004393|Other|2005
1-4|0.1|0.2|0.1|21|Mortality|15913007|Soft Tissue|2005
10-14|0.1|0.2|0.2|35|Mortality|21212579|Soft Tissue|2005
15-19|0.3|0.5|0.4|80|Mortality|21486214|Soft Tissue|2005
5-9|0.1|0.2|0.1|21|Mortality|19389067|Soft Tissue|2005
<1|~|~|~|~|Mortality|4004393|Soft Tissue|2005
1-4|0.9|1.2|1.1|169|Incidence|15913007|Soft Tissue|2005
10-14|0.7|0.9|0.8|166|Incidence|21212579|Soft Tissue|2005
15-19|1.0|1.3|1.2|248|Incidence|21486214|Soft Tissue|2005
5-9|0.5|0.8|0.7|127|Incidence|19389067|Soft Tissue|2005
<1|3.1|4.4|3.7|149|Incidence|4004393|Soft Tissue|2005
1-4|0.2|0.4|0.3|44|Mortality|15897145|Acute Lymphocytic|2006
10-14|0.3|0.4|0.3|69|Mortality|21033138|Acute Lymphocytic|2006
15-19|0.3|0.5|0.4|92|Mortality|21807709|Acute Lymphocytic|2006
5-9|0.2|0.3|0.3|52|Mortality|19544688|Acute Lymphocytic|2006
<1|~|~|~|~|Mortality|4041738|Acute Lymphocytic|2006
1-4|6.9|7.8|7.4|1169|Incidence|15897145|Acute Lymphocytic|2006
10-14|2.0|2.4|2.2|461|Incidence|21033138|Acute Lymphocytic|2006
15-19|1.5|1.8|1.6|357|Incidence|21807709|Acute Lymphocytic|2006
5-9|2.9|3.4|3.2|623|Incidence|19544688|Acute Lymphocytic|2006
<1|1.8|2.8|2.3|91|Incidence|4041738|Acute Lymphocytic|2006
1-4|0.3|0.4|0.3|54|Mortality|15897145|Acute Myeloid|2006
10-14|0.1|0.3|0.2|42|Mortality|21033138|Acute Myeloid|2006
15-19|0.3|0.4|0.3|71|Mortality|21807709|Acute Myeloid|2006
5-9|0.1|0.1|0.1|17|Mortality|19544688|Acute Myeloid|2006
<1|~|~|~|~|Mortality|4041738|Acute Myeloid|2006
1-4|0.8|1.1|0.9|146|Incidence|15897145|Acute Myeloid|2006
10-14|0.6|0.8|0.7|142|Incidence|21033138|Acute Myeloid|2006
15-19|0.7|0.9|0.8|176|Incidence|21807709|Acute Myeloid|2006
5-9|0.3|0.5|0.4|82|Incidence|19544688|Acute Myeloid|2006
<1|0.9|1.7|1.3|51|Incidence|4041738|Acute Myeloid|2006
1-4|~|~|~|~|Mortality|15897145|Bones and Joints|2006
10-14|0.1|0.2|0.2|37|Mortality|21033138|Bones and Joints|2006
15-19|0.4|0.6|0.5|115|Mortality|21807709|Bones and Joints|2006
5-9|0.1|0.1|0.1|18|Mortality|19544688|Bones and Joints|2006
<1|~|~|~|~|Mortality|4041738|Bones and Joints|2006
1-4|0.1|0.2|0.2|25|Incidence|15897145|Bones and Joints|2006
10-14|1.1|1.4|1.3|267|Incidence|21033138|Bones and Joints|2006
15-19|1.5|1.8|1.6|354|Incidence|21807709|Bones and Joints|2006
5-9|0.6|0.8|0.7|138|Incidence|19544688|Bones and Joints|2006
<1|~|~|~|~|Incidence|4041738|Bones and Joints|2006
1-4|0.6|0.9|0.8|124|Mortality|15897145|Leukemia|2006
10-14|0.6|0.8|0.7|152|Mortality|21033138|Leukemia|2006
15-19|0.8|1.1|0.9|207|Mortality|21807709|Leukemia|2006
5-9|0.4|0.6|0.5|104|Mortality|19544688|Leukemia|2006
<1|0.5|1.1|0.8|31|Mortality|4041738|Leukemia|2006
1-4|8.2|9.2|8.7|1381|Incidence|15897145|Leukemia|2006
10-14|3.0|3.5|3.2|674|Incidence|21033138|Leukemia|2006
15-19|2.8|3.2|3.0|650|Incidence|21807709|Leukemia|2006
5-9|3.6|4.1|3.9|754|Incidence|19544688|Leukemia|2006
<1|4.1|5.5|4.8|193|Incidence|4041738|Leukemia|2006
1-4|0.6|0.8|0.7|108|Mortality|15897145|Other|2006
10-14|0.3|0.4|0.3|68|Mortality|21033138|Other|2006
15-19|0.4|0.6|0.5|117|Mortality|21807709|Other|2006
5-9|0.4|0.6|0.5|96|Mortality|19544688|Other|2006
<1|0.4|0.9|0.6|24|Mortality|4041738|Other|2006
1-4|3.7|4.3|4.0|630|Incidence|15897145|Other|2006
10-14|2.6|3.0|2.8|584|Incidence|21033138|Other|2006
15-19|7.9|8.7|8.3|1805|Incidence|21807709|Other|2006
5-9|1.5|1.8|1.7|324|Incidence|19544688|Other|2006
<1|11.4|13.6|12.5|505|Incidence|4041738|Other|2006
1-4|0.1|0.2|0.1|23|Mortality|15897145|Soft Tissue|2006
10-14|0.1|0.2|0.1|25|Mortality|21033138|Soft Tissue|2006
15-19|0.2|0.4|0.3|60|Mortality|21807709|Soft Tissue|2006
5-9|0.1|0.2|0.2|31|Mortality|19544688|Soft Tissue|2006
<1|~|~|~|~|Mortality|4041738|Soft Tissue|2006
1-4|1.0|1.3|1.1|178|Incidence|15897145|Soft Tissue|2006
10-14|0.7|1.0|0.9|179|Incidence|21033138|Soft Tissue|2006
15-19|0.9|1.2|1.1|232|Incidence|21807709|Soft Tissue|2006
5-9|0.5|0.7|0.6|114|Incidence|19544688|Soft Tissue|2006
<1|2.4|3.5|2.9|119|Incidence|4041738|Soft Tissue|2006
1-4|0.2|0.3|0.2|38|Mortality|15977965|Acute Lymphocytic|2007
10-14|0.3|0.5|0.4|80|Mortality|20841042|Acute Lymphocytic|2007
15-19|0.3|0.5|0.4|82|Mortality|22067816|Acute Lymphocytic|2007
5-9|0.3|0.5|0.4|85|Mortality|19714611|Acute Lymphocytic|2007
<1|~|~|~|~|Mortality|4147997|Acute Lymphocytic|2007
1-4|7.6|8.5|8.1|1287|Incidence|15977965|Acute Lymphocytic|2007
10-14|1.7|2.1|1.9|393|Incidence|20841042|Acute Lymphocytic|2007
15-19|1.5|1.9|1.7|372|Incidence|22067816|Acute Lymphocytic|2007
5-9|3.1|3.6|3.4|666|Incidence|19714611|Acute Lymphocytic|2007
<1|1.5|2.3|1.9|77|Incidence|4147997|Acute Lymphocytic|2007
1-4|0.2|0.4|0.3|47|Mortality|15977965|Acute Myeloid|2007
10-14|0.2|0.3|0.2|52|Mortality|20841042|Acute Myeloid|2007
15-19|0.2|0.4|0.3|66|Mortality|22067816|Acute Myeloid|2007
5-9|0.1|0.2|0.1|27|Mortality|19714611|Acute Myeloid|2007
<1|~|~|~|~|Mortality|4147997|Acute Myeloid|2007
1-4|0.7|1.0|0.8|131|Incidence|15977965|Acute Myeloid|2007
10-14|0.5|0.8|0.7|136|Incidence|20841042|Acute Myeloid|2007
15-19|0.7|0.9|0.8|169|Incidence|22067816|Acute Myeloid|2007
5-9|0.3|0.5|0.4|86|Incidence|19714611|Acute Myeloid|2007
<1|1.1|1.9|1.4|60|Incidence|4147997|Acute Myeloid|2007
1-4|~|~|~|~|Mortality|15977965|Bones and Joints|2007
10-14|0.2|0.3|0.2|48|Mortality|20841042|Bones and Joints|2007
15-19|0.4|0.6|0.5|111|Mortality|22067816|Bones and Joints|2007
5-9|~|~|~|~|Mortality|19714611|Bones and Joints|2007
<1|~|~|~|~|Mortality|4147997|Bones and Joints|2007
1-4|0.1|0.3|0.2|34|Incidence|15977965|Bones and Joints|2007
10-14|1.2|1.5|1.3|271|Incidence|20841042|Bones and Joints|2007
15-19|1.3|1.6|1.5|326|Incidence|22067816|Bones and Joints|2007
5-9|0.5|0.7|0.6|112|Incidence|19714611|Bones and Joints|2007
<1|~|~|~|~|Incidence|4147997|Bones and Joints|2007
1-4|0.5|0.8|0.7|106|Mortality|15977965|Leukemia|2007
10-14|0.7|1.0|0.8|175|Mortality|20841042|Leukemia|2007
15-19|0.8|1.1|0.9|202|Mortality|22067816|Leukemia|2007
5-9|0.6|0.8|0.7|139|Mortality|19714611|Leukemia|2007
<1|0.3|0.8|0.5|21|Mortality|4147997|Leukemia|2007
1-4|8.8|9.8|9.3|1484|Incidence|15977965|Leukemia|2007
10-14|2.7|3.1|2.9|602|Incidence|20841042|Leukemia|2007
15-19|2.7|3.2|2.9|650|Incidence|22067816|Leukemia|2007
5-9|3.8|4.3|4.0|796|Incidence|19714611|Leukemia|2007
<1|3.7|5.0|4.3|180|Incidence|4147997|Leukemia|2007
1-4|0.6|0.9|0.7|115|Mortality|15977965|Other|2007
10-14|0.2|0.4|0.3|62|Mortality|20841042|Other|2007
15-19|0.5|0.7|0.6|133|Mortality|22067816|Other|2007
5-9|0.4|0.6|0.5|103|Mortality|19714611|Other|2007
<1|0.4|0.9|0.6|26|Mortality|4147997|Other|2007
1-4|4.3|5.0|4.7|744|Incidence|15977965|Other|2007
10-14|2.4|2.9|2.7|554|Incidence|20841042|Other|2007
15-19|8.6|9.4|9.0|1983|Incidence|22067816|Other|2007
5-9|1.3|1.7|1.5|291|Incidence|19714611|Other|2007
<1|10.9|13.1|12.0|496|Incidence|4147997|Other|2007
1-4|0.1|0.2|0.1|17|Mortality|15977965|Soft Tissue|2007
10-14|0.1|0.2|0.2|35|Mortality|20841042|Soft Tissue|2007
15-19|0.2|0.3|0.3|58|Mortality|22067816|Soft Tissue|2007
5-9|0.1|0.2|0.1|24|Mortality|19714611|Soft Tissue|2007
<1|~|~|~|~|Mortality|4147997|Soft Tissue|2007
1-4|1.0|1.4|1.2|187|Incidence|15977965|Soft Tissue|2007
10-14|0.7|0.9|0.8|170|Incidence|20841042|Soft Tissue|2007
15-19|1.1|1.4|1.2|268|Incidence|22067816|Soft Tissue|2007
5-9|0.6|0.9|0.7|147|Incidence|19714611|Soft Tissue|2007
<1|3.0|4.2|3.5|147|Incidence|4147997|Soft Tissue|2007
1-4|0.2|0.4|0.3|42|Mortality|16138392|Acute Lymphocytic|2008
10-14|0.2|0.4|0.3|65|Mortality|20706655|Acute Lymphocytic|2008
15-19|0.3|0.4|0.3|77|Mortality|22210880|Acute Lymphocytic|2008
5-9|0.2|0.4|0.3|57|Mortality|19929602|Acute Lymphocytic|2008
<1|~|~|~|~|Mortality|4132735|Acute Lymphocytic|2008
1-4|7.4|8.3|7.8|1266|Incidence|16138392|Acute Lymphocytic|2008
10-14|2.0|2.4|2.2|447|Incidence|20706655|Acute Lymphocytic|2008
15-19|1.5|1.9|1.7|372|Incidence|22210880|Acute Lymphocytic|2008
5-9|3.3|3.8|3.5|703|Incidence|19929602|Acute Lymphocytic|2008
<1|1.6|2.5|2.1|85|Incidence|4132735|Acute Lymphocytic|2008
1-4|0.3|0.4|0.3|54|Mortality|16138392|Acute Myeloid|2008
10-14|0.1|0.3|0.2|41|Mortality|20706655|Acute Myeloid|2008
15-19|0.2|0.3|0.3|56|Mortality|22210880|Acute Myeloid|2008
5-9|0.1|0.2|0.1|26|Mortality|19929602|Acute Myeloid|2008
<1|~|~|~|~|Mortality|4132735|Acute Myeloid|2008
1-4|0.8|1.1|0.9|150|Incidence|16138392|Acute Myeloid|2008
10-14|0.6|0.8|0.7|136|Incidence|20706655|Acute Myeloid|2008
15-19|0.7|1.0|0.9|189|Incidence|22210880|Acute Myeloid|2008
5-9|0.3|0.5|0.4|86|Incidence|19929602|Acute Myeloid|2008
<1|1.2|2.0|1.5|64|Incidence|4132735|Acute Myeloid|2008
1-4|~|~|~|~|Mortality|16138392|Bones and Joints|2008
10-14|0.2|0.3|0.2|45|Mortality|20706655|Bones and Joints|2008
15-19|0.4|0.6|0.5|120|Mortality|22210880|Bones and Joints|2008
5-9|~|~|~|~|Mortality|19929602|Bones and Joints|2008
<1|~|~|~|~|Mortality|4132735|Bones and Joints|2008
1-4|0.1|0.2|0.2|25|Incidence|16138392|Bones and Joints|2008
10-14|1.2|1.5|1.3|271|Incidence|20706655|Bones and Joints|2008
15-19|1.3|1.6|1.4|322|Incidence|22210880|Bones and Joints|2008
5-9|0.5|0.7|0.6|120|Incidence|19929602|Bones and Joints|2008
<1|~|~|~|~|Incidence|4132735|Bones and Joints|2008
1-4|0.6|0.9|0.8|123|Mortality|16138392|Leukemia|2008
10-14|0.6|0.9|0.7|152|Mortality|20706655|Leukemia|2008
15-19|0.8|1.0|0.9|196|Mortality|22210880|Leukemia|2008
5-9|0.4|0.6|0.5|100|Mortality|19929602|Leukemia|2008
<1|0.4|1.0|0.7|27|Mortality|4132735|Leukemia|2008
1-4|8.8|9.7|9.2|1489|Incidence|16138392|Leukemia|2008
10-14|2.9|3.4|3.2|655|Incidence|20706655|Leukemia|2008
15-19|2.8|3.2|3.0|661|Incidence|22210880|Leukemia|2008
5-9|3.9|4.4|4.2|828|Incidence|19929602|Leukemia|2008
<1|3.9|5.3|4.6|189|Incidence|4132735|Leukemia|2008
1-4|0.6|0.8|0.7|112|Mortality|16138392|Other|2008
10-14|0.2|0.4|0.3|60|Mortality|20706655|Other|2008
15-19|0.5|0.7|0.5|121|Mortality|22210880|Other|2008
5-9|0.4|0.5|0.4|89|Mortality|19929602|Other|2008
<1|0.4|0.9|0.6|25|Mortality|4132735|Other|2008
1-4|3.9|4.6|4.3|687|Incidence|16138392|Other|2008
10-14|2.5|2.9|2.7|562|Incidence|20706655|Other|2008
15-19|8.5|9.3|8.9|1978|Incidence|22210880|Other|2008
5-9|1.4|1.7|1.6|311|Incidence|19929602|Other|2008
<1|11.6|13.8|12.7|524|Incidence|4132735|Other|2008
1-4|0.1|0.2|0.1|22|Mortality|16138392|Soft Tissue|2008
10-14|0.1|0.2|0.1|29|Mortality|20706655|Soft Tissue|2008
15-19|0.2|0.4|0.3|71|Mortality|22210880|Soft Tissue|2008
5-9|0.1|0.2|0.2|35|Mortality|19929602|Soft Tissue|2008
<1|~|~|~|~|Mortality|4132735|Soft Tissue|2008
1-4|1.2|1.5|1.4|219|Incidence|16138392|Soft Tissue|2008
10-14|0.7|0.9|0.8|169|Incidence|20706655|Soft Tissue|2008
15-19|1.0|1.3|1.1|247|Incidence|22210880|Soft Tissue|2008
5-9|0.6|0.8|0.7|142|Incidence|19929602|Soft Tissue|2008
<1|2.8|3.9|3.3|136|Incidence|4132735|Soft Tissue|2008
1-4|0.1|0.3|0.2|34|Mortality|16240931|Acute Lymphocytic|2009
10-14|0.3|0.4|0.3|69|Mortality|20660564|Acute Lymphocytic|2009
15-19|0.2|0.4|0.3|66|Mortality|22192810|Acute Lymphocytic|2009
5-9|0.2|0.4|0.3|62|Mortality|20182499|Acute Lymphocytic|2009
<1|~|~|~|~|Mortality|4003587|Acute Lymphocytic|2009
1-4|7.3|8.2|7.8|1262|Incidence|16240931|Acute Lymphocytic|2009
10-14|1.9|2.4|2.1|443|Incidence|20660564|Acute Lymphocytic|2009
15-19|1.4|1.7|1.6|349|Incidence|22192810|Acute Lymphocytic|2009
5-9|3.3|3.8|3.5|713|Incidence|20182499|Acute Lymphocytic|2009
<1|1.6|2.5|2.0|79|Incidence|4003587|Acute Lymphocytic|2009
1-4|0.2|0.4|0.3|45|Mortality|16240931|Acute Myeloid|2009
10-14|0.1|0.2|0.2|33|Mortality|20660564|Acute Myeloid|2009
15-19|0.2|0.4|0.3|63|Mortality|22192810|Acute Myeloid|2009
5-9|0.1|0.2|0.1|30|Mortality|20182499|Acute Myeloid|2009
<1|~|~|~|~|Mortality|4003587|Acute Myeloid|2009
1-4|0.8|1.1|0.9|150|Incidence|16240931|Acute Myeloid|2009
10-14|0.5|0.7|0.6|120|Incidence|20660564|Acute Myeloid|2009
15-19|0.7|0.9|0.8|179|Incidence|22192810|Acute Myeloid|2009
5-9|0.3|0.5|0.4|80|Incidence|20182499|Acute Myeloid|2009
<1|0.9|1.6|1.2|48|Incidence|4003587|Acute Myeloid|2009
1-4|~|~|~|~|Mortality|16240931|Bones and Joints|2009
10-14|0.2|0.3|0.3|55|Mortality|20660564|Bones and Joints|2009
15-19|0.4|0.6|0.5|102|Mortality|22192810|Bones and Joints|2009
5-9|0.1|0.1|0.1|18|Mortality|20182499|Bones and Joints|2009
<1|~|~|~|~|Mortality|4003587|Bones and Joints|2009
1-4|0.1|0.2|0.1|24|Incidence|16240931|Bones and Joints|2009
10-14|1.2|1.6|1.4|290|Incidence|20660564|Bones and Joints|2009
15-19|1.3|1.7|1.5|331|Incidence|22192810|Bones and Joints|2009
5-9|0.5|0.7|0.6|114|Incidence|20182499|Bones and Joints|2009
<1|~|~|~|~|Incidence|4003587|Bones and Joints|2009
1-4|0.6|0.9|0.7|118|Mortality|16240931|Leukemia|2009
10-14|0.5|0.7|0.6|127|Mortality|20660564|Leukemia|2009
15-19|0.7|0.9|0.8|172|Mortality|22192810|Leukemia|2009
5-9|0.5|0.7|0.6|117|Mortality|20182499|Leukemia|2009
<1|0.4|1.0|0.7|27|Mortality|4003587|Leukemia|2009
1-4|8.7|9.6|9.1|1484|Incidence|16240931|Leukemia|2009
10-14|2.8|3.3|3.0|625|Incidence|20660564|Leukemia|2009
15-19|2.6|3.0|2.8|624|Incidence|22192810|Leukemia|2009
5-9|3.9|4.4|4.1|836|Incidence|20182499|Leukemia|2009
<1|3.5|4.7|4.1|163|Incidence|4003587|Leukemia|2009
1-4|0.5|0.8|0.6|104|Mortality|16240931|Other|2009
10-14|0.2|0.3|0.2|50|Mortality|20660564|Other|2009
15-19|0.5|0.7|0.6|125|Mortality|22192810|Other|2009
5-9|0.3|0.5|0.4|84|Mortality|20182499|Other|2009
<1|0.6|1.2|0.8|33|Mortality|4003587|Other|2009
1-4|4.0|4.6|4.3|693|Incidence|16240931|Other|2009
10-14|2.7|3.1|2.9|599|Incidence|20660564|Other|2009
15-19|8.7|9.5|9.1|2021|Incidence|22192810|Other|2009
5-9|1.4|1.7|1.6|314|Incidence|20182499|Other|2009
<1|11.1|13.2|12.1|485|Incidence|4003587|Other|2009
1-4|0.1|0.2|0.1|22|Mortality|16240931|Soft Tissue|2009
10-14|0.1|0.3|0.2|40|Mortality|20660564|Soft Tissue|2009
15-19|0.2|0.4|0.3|66|Mortality|22192810|Soft Tissue|2009
5-9|0.1|0.2|0.2|34|Mortality|20182499|Soft Tissue|2009
<1|~|~|~|~|Mortality|4003587|Soft Tissue|2009
1-4|1.0|1.4|1.2|192|Incidence|16240931|Soft Tissue|2009
10-14|0.8|1.0|0.9|183|Incidence|20660564|Soft Tissue|2009
15-19|1.1|1.4|1.2|274|Incidence|22192810|Soft Tissue|2009
5-9|0.5|0.7|0.6|126|Incidence|20182499|Soft Tissue|2009
<1|3.0|4.2|3.5|142|Incidence|4003587|Soft Tissue|2009
1-4|0.2|0.3|0.2|177|Mortality|80617924|Acute Lymphocytic|2009-2013
10-14|0.3|0.4|0.3|330|Mortality|103387276|Acute Lymphocytic|2009-2013
15-19|0.3|0.3|0.3|325|Mortality|108414919|Acute Lymphocytic|2009-2013
5-9|0.2|0.3|0.2|250|Mortality|101895575|Acute Lymphocytic|2009-2013
<1|0.1|0.2|0.1|27|Mortality|19790263|Acute Lymphocytic|2009-2013
1-4|7.4|7.7|7.6|6031|Incidence|79878337|Acute Lymphocytic|2009-2013
10-14|2.0|2.2|2.1|2163|Incidence|102472814|Acute Lymphocytic|2009-2013
15-19|1.5|1.6|1.6|1681|Incidence|107521351|Acute Lymphocytic|2009-2013
5-9|3.4|3.6|3.5|3553|Incidence|100977015|Acute Lymphocytic|2009-2013
<1|1.6|2.0|1.8|350|Incidence|19612463|Acute Lymphocytic|2009-2013
1-4|0.3|0.4|0.3|253|Mortality|80617924|Acute Myeloid|2009-2013
10-14|0.2|0.2|0.2|194|Mortality|103387276|Acute Myeloid|2009-2013
15-19|0.2|0.3|0.3|302|Mortality|108414919|Acute Myeloid|2009-2013
5-9|0.1|0.2|0.1|144|Mortality|101895575|Acute Myeloid|2009-2013
<1|0.1|0.3|0.2|40|Mortality|19790263|Acute Myeloid|2009-2013
1-4|0.9|1.0|0.9|737|Incidence|79878337|Acute Myeloid|2009-2013
10-14|0.6|0.7|0.6|633|Incidence|102472814|Acute Myeloid|2009-2013
15-19|0.8|1.0|0.9|959|Incidence|107521351|Acute Myeloid|2009-2013
5-9|0.4|0.5|0.4|420|Incidence|100977015|Acute Myeloid|2009-2013
<1|1.2|1.6|1.4|275|Incidence|19612463|Acute Myeloid|2009-2013
1-4|0.0|0.0|0.0|17|Mortality|80617924|Bones and Joints|2009-2013
10-14|0.2|0.3|0.2|258|Mortality|103387276|Bones and Joints|2009-2013
15-19|0.4|0.5|0.5|512|Mortality|108414919|Bones and Joints|2009-2013
5-9|0.1|0.1|0.1|86|Mortality|101895575|Bones and Joints|2009-2013
<1|~|~|~|~|Mortality|19790263|Bones and Joints|2009-2013
1-4|0.2|0.2|0.2|161|Incidence|79878337|Bones and Joints|2009-2013
10-14|1.3|1.5|1.4|1439|Incidence|102472814|Bones and Joints|2009-2013
15-19|1.3|1.5|1.4|1519|Incidence|107521351|Bones and Joints|2009-2013
5-9|0.5|0.6|0.6|583|Incidence|100977015|Bones and Joints|2009-2013
<1|0.1|0.2|0.1|29|Incidence|19612463|Bones and Joints|2009-2013
1-4|0.6|0.8|0.7|557|Mortality|80617924|Leukemia|2009-2013
10-14|0.6|0.7|0.6|661|Mortality|103387276|Leukemia|2009-2013
15-19|0.7|0.8|0.8|827|Mortality|108414919|Leukemia|2009-2013
5-9|0.5|0.6|0.5|517|Mortality|101895575|Leukemia|2009-2013
<1|0.5|0.7|0.6|114|Mortality|19790263|Leukemia|2009-2013
1-4|8.7|9.1|8.9|7078|Incidence|79878337|Leukemia|2009-2013
10-14|2.9|3.2|3.0|3117|Incidence|102472814|Leukemia|2009-2013
15-19|2.8|3.0|2.9|3157|Incidence|107521351|Leukemia|2009-2013
5-9|4.0|4.3|4.2|4203|Incidence|100977015|Leukemia|2009-2013
<1|3.9|4.5|4.2|823|Incidence|19612463|Leukemia|2009-2013
1-4|0.6|0.7|0.6|511|Mortality|80617924|Other|2009-2013
10-14|0.3|0.4|0.3|335|Mortality|103387276|Other|2009-2013
15-19|0.5|0.6|0.6|632|Mortality|108414919|Other|2009-2013
5-9|0.4|0.5|0.4|422|Mortality|101895575|Other|2009-2013
<1|0.4|0.7|0.5|108|Mortality|19790263|Other|2009-2013
1-4|4.9|5.2|5.1|4043|Incidence|79878337|Other|2009-2013
10-14|3.2|3.4|3.3|3391|Incidence|102472814|Other|2009-2013
15-19|9.1|9.4|9.2|9938|Incidence|107521351|Other|2009-2013
5-9|1.9|2.0|1.9|1955|Incidence|100977015|Other|2009-2013
<1|12.5|13.5|13.0|2540|Incidence|19612463|Other|2009-2013
1-4|0.1|0.2|0.1|103|Mortality|80617924|Soft Tissue|2009-2013
10-14|0.2|0.2|0.2|199|Mortality|103387276|Soft Tissue|2009-2013
15-19|0.3|0.4|0.3|355|Mortality|108414919|Soft Tissue|2009-2013
5-9|0.1|0.2|0.1|138|Mortality|101895575|Soft Tissue|2009-2013
<1|0.1|0.2|0.1|23|Mortality|19790263|Soft Tissue|2009-2013
1-4|1.1|1.3|1.2|956|Incidence|79878337|Soft Tissue|2009-2013
10-14|0.8|0.9|0.9|906|Incidence|102472814|Soft Tissue|2009-2013
15-19|1.0|1.1|1.1|1150|Incidence|107521351|Soft Tissue|2009-2013
5-9|0.6|0.7|0.6|634|Incidence|100977015|Soft Tissue|2009-2013
<1|3.2|3.7|3.5|680|Incidence|19612463|Soft Tissue|2009-2013
1-4|0.2|0.3|0.2|37|Mortality|16238222|Acute Lymphocytic|2010
10-14|0.2|0.4|0.3|59|Mortality|20681134|Acute Lymphocytic|2010
15-19|0.2|0.4|0.3|66|Mortality|21983013|Acute Lymphocytic|2010
5-9|0.2|0.4|0.3|61|Mortality|20331732|Acute Lymphocytic|2010
<1|~|~|~|~|Mortality|3951330|Acute Lymphocytic|2010
1-4|7.2|8.1|7.6|1240|Incidence|16238222|Acute Lymphocytic|2010
10-14|2.0|2.4|2.2|459|Incidence|20681134|Acute Lymphocytic|2010
15-19|1.3|1.7|1.5|330|Incidence|21983013|Acute Lymphocytic|2010
5-9|3.4|3.9|3.7|745|Incidence|20331732|Acute Lymphocytic|2010
<1|1.2|2.0|1.5|60|Incidence|3951330|Acute Lymphocytic|2010
1-4|0.2|0.4|0.3|46|Mortality|16238222|Acute Myeloid|2010
10-14|0.2|0.3|0.2|50|Mortality|20681134|Acute Myeloid|2010
15-19|0.2|0.4|0.3|67|Mortality|21983013|Acute Myeloid|2010
5-9|0.1|0.2|0.1|29|Mortality|20331732|Acute Myeloid|2010
<1|~|~|~|~|Mortality|3951330|Acute Myeloid|2010
1-4|0.8|1.1|0.9|150|Incidence|16238222|Acute Myeloid|2010
10-14|0.6|0.8|0.7|137|Incidence|20681134|Acute Myeloid|2010
15-19|0.8|1.0|0.9|200|Incidence|21983013|Acute Myeloid|2010
5-9|0.3|0.5|0.4|74|Incidence|20331732|Acute Myeloid|2010
<1|1.4|2.2|1.8|70|Incidence|3951330|Acute Myeloid|2010
1-4|~|~|~|~|Mortality|16238222|Bones and Joints|2010
10-14|0.2|0.3|0.3|53|Mortality|20681134|Bones and Joints|2010
15-19|0.3|0.5|0.4|91|Mortality|21983013|Bones and Joints|2010
5-9|0.1|0.2|0.1|20|Mortality|20331732|Bones and Joints|2010
<1|~|~|~|~|Mortality|3951330|Bones and Joints|2010
1-4|0.1|0.3|0.2|29|Incidence|16238222|Bones and Joints|2010
10-14|1.2|1.5|1.3|274|Incidence|20681134|Bones and Joints|2010
15-19|1.2|1.5|1.3|290|Incidence|21983013|Bones and Joints|2010
5-9|0.4|0.7|0.5|111|Incidence|20331732|Bones and Joints|2010
<1|~|~|~|~|Incidence|3951330|Bones and Joints|2010
1-4|0.6|0.8|0.7|112|Mortality|16238222|Leukemia|2010
10-14|0.6|0.8|0.7|142|Mortality|20681134|Leukemia|2010
15-19|0.6|0.9|0.7|163|Mortality|21983013|Leukemia|2010
5-9|0.4|0.7|0.5|111|Mortality|20331732|Leukemia|2010
<1|0.4|0.9|0.6|25|Mortality|3951330|Leukemia|2010
1-4|8.5|9.4|9.0|1455|Incidence|16238222|Leukemia|2010
10-14|3.0|3.5|3.2|665|Incidence|20681134|Leukemia|2010
15-19|2.7|3.1|2.9|637|Incidence|21983013|Leukemia|2010
5-9|3.9|4.5|4.2|859|Incidence|20331732|Leukemia|2010
<1|3.8|5.1|4.4|173|Incidence|3951330|Leukemia|2010
1-4|0.5|0.7|0.6|97|Mortality|16238222|Other|2010
