AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0.4|0.5|0.4|173|VIII(d) Other specified malignant bone tumors|410461980|0-19|All Races|Male and Female|2009-2013|0.4|0.5|0.4
0.2|0.2|0.2|81|VIII(e) Unspecified malignant bone tumors|410461980|0-19|All Races|Male and Female|2009-2013|0.2|0.2|0.2
11.0|11.7|11.4|4766|X Germ cell, trophoblastic tumors & neoplasms of gonads|410461980|0-19|All Races|Male and Female|2009-2013|11.3|11.9|11.6
1.6|1.9|1.8|725|X(a) Intracranial & intraspinal germ cell tumors|410461980|0-19|All Races|Male and Female|2009-2013|1.6|1.9|1.8
1.3|1.5|1.4|580|X(b) Malignant extracranial & extragonadal germ cell tumors|410461980|0-19|All Races|Male and Female|2009-2013|1.3|1.5|1.4
7.1|7.6|7.4|3113|X(c) Malignant gonadal germ cell tumors|410461980|0-19|All Races|Male and Female|2009-2013|7.3|7.9|7.6
0.4|0.6|0.5|203|X(d) Gonadal carcinomas|410461980|0-19|All Races|Male and Female|2009-2013|0.4|0.6|0.5
0.3|0.4|0.3|145|X(e) Other and unspecified malignant gonadal tumors|410461980|0-19|All Races|Male and Female|2009-2013|0.3|0.4|0.4
18.4|19.2|18.8|7903|XI Other malignant epithelial neoplasms and malignant melanomas|410461980|0-19|All Races|Male and Female|2009-2013|18.8|19.7|19.3
0.2|0.3|0.2|95|XI(a) Adrenocortical carcinomas|410461980|0-19|All Races|Male and Female|2009-2013|0.2|0.3|0.2
8.7|9.3|9.0|3776|XI(b) Thyroid carcinomas|410461980|0-19|All Races|Male and Female|2009-2013|8.9|9.5|9.2
0.5|0.7|0.6|250|XI(c) Nasopharyngeal carcinomas|410461980|0-19|All Races|Male and Female|2009-2013|0.5|0.7|0.6
4.1|4.5|4.3|1790|XI(d) Malignant melanomas|410461980|0-19|All Races|Male and Female|2009-2013|4.2|4.6|4.4
0.1|0.1|0.1|36|XI(e) Skin carcinomas|410461980|0-19|All Races|Male and Female|2009-2013|0.1|0.1|0.1
4.5|4.9|4.7|1956|XI(f) Other and unspecified carcinomas|410461980|0-19|All Races|Male and Female|2009-2013|4.6|5.0|4.8
0.7|0.9|0.8|336|XII Other and unspecified malignant neoplasms|410461980|0-19|All Races|Male and Female|2009-2013|0.7|0.9|0.8
0.3|0.4|0.4|157|XII(a) Other specified malignant tumors|410461980|0-19|All Races|Male and Female|2009-2013|0.3|0.4|0.4
0.4|0.5|0.4|179|XII(b) Other unspecified malignant tumors|410461980|0-19|All Races|Male and Female|2009-2013|0.4|0.5|0.4
177.7|183.5|180.6|15120|All ICCC Groups Combined|83185431|0-19|All Races|Male and Female|2010|178.9|184.7|181.8
47.3|50.4|48.8|4064|I Leukemias, myeloproliferative & myelodysplastic diseases|83185431|0-19|All Races|Male and Female|2010|47.4|50.4|48.9
33.2|35.8|34.5|2862|I(a) Lymphoid leukemias|83185431|0-19|All Races|Male and Female|2010|33.2|35.7|34.4
7.7|9.0|8.4|700|I(b) Acute myeloid leukemias|83185431|0-19|All Races|Male and Female|2010|7.8|9.1|8.4
2.3|3.0|2.6|219|I(c) Chronic myeloproliferative diseases|83185431|0-19|All Races|Male and Female|2010|2.3|3.0|2.6
1.5|2.1|1.8|151|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|83185431|0-19|All Races|Male and Female|2010|1.5|2.1|1.8
1.3|1.9|1.6|132|I(e) Unspecified and other specified leukemias|83185431|0-19|All Races|Male and Female|2010|1.3|1.9|1.6
26.3|28.6|27.4|2310|II Lymphomas and reticuloendothelial neoplasms|83185431|0-19|All Races|Male and Female|2010|26.6|28.9|27.8
11.3|12.8|12.0|1028|II(a) Hodgkin lymphomas|83185431|0-19|All Races|Male and Female|2010|11.6|13.1|12.4
8.1|9.4|8.7|729|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|83185431|0-19|All Races|Male and Female|2010|8.1|9.4|8.8
2.1|2.8|2.4|202|II(c) Burkitt lymphoma|83185431|0-19|All Races|Male and Female|2010|2.1|2.8|2.4
3.5|4.3|3.9|322|II(d) Miscellaneous lymphoreticular neoplasms|83185431|0-19|All Races|Male and Female|2010|3.5|4.3|3.9
0.2|0.5|0.3|29|II(e) Unspecified lymphomas|83185431|0-19|All Races|Male and Female|2010|0.2|0.5|0.3
30.6|33.0|31.8|2634|III CNS and misc intracranial and intraspinal neoplasms|83185431|0-19|All Races|Male and Female|2010|30.5|32.9|31.7
2.4|3.2|2.8|233|III(a) Ependymomas and choroid plexus tumor|83185431|0-19|All Races|Male and Female|2010|2.5|3.2|2.8
15.7|17.4|16.5|1371|III(b) Astrocytomas|83185431|0-19|All Races|Male and Female|2010|15.6|17.4|16.5
5.5|6.6|6.0|500|III(c) Intracranial and intraspinal embryonal tumors|83185431|0-19|All Races|Male and Female|2010|5.5|6.6|6.0
5.0|6.0|5.5|453|III(d) Other gliomas|83185431|0-19|All Races|Male and Female|2010|5.0|6.0|5.4
0.4|0.8|0.6|50|III(e) Other specified intracranial & intraspinal neoplasms|83185431|0-19|All Races|Male and Female|2010|0.4|0.8|0.6
0.2|0.5|0.3|27|III(f) Unspecified intracranial and intraspinal neoplasms|83185431|0-19|All Races|Male and Female|2010|0.2|0.5|0.3
7.9|9.2|8.6|711|IV Neuroblastoma and other peripheral nervous cell tumors|83185431|0-19|All Races|Male and Female|2010|7.9|9.2|8.5
7.7|9.0|8.4|694|IV(a) Neuroblastoma and ganglioneuroblastoma|83185431|0-19|All Races|Male and Female|2010|7.7|9.0|8.3
0.1|0.3|0.2|17|IV(b) Other peripheral nervous cell tumors|83185431|0-19|All Races|Male and Female|2010|0.1|0.3|0.2
12.0|13.5|12.7|1065|IX Soft tissue and other extraosseous sarcomas|83185431|0-19|All Races|Male and Female|2010|12.0|13.6|12.8
4.8|5.8|5.3|437|IX(a) Rhabdomyosarcomas|83185431|0-19|All Races|Male and Female|2010|4.8|5.8|5.3
0.8|1.2|1.0|84|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|83185431|0-19|All Races|Male and Female|2010|0.8|1.3|1.0
~|~|~|~|IX(c) Kaposi sarcoma|83185431|0-19|All Races|Male and Female|2010|~|~|~
4.3|5.2|4.7|398|IX(d) Other specified soft tissue sarcomas|83185431|0-19|All Races|Male and Female|2010|4.3|5.3|4.8
1.4|2.0|1.7|143|IX(e) Unspecified soft tissue sarcomas|83185431|0-19|All Races|Male and Female|2010|1.4|2.0|1.7
0.2|0.4|0.3|21|Not classified by ICCC|83185431|0-19|All Races|Male and Female|2010|0.2|0.4|0.3
3.0|3.8|3.3|277|V Retinoblastoma|83185431|0-19|All Races|Male and Female|2010|2.9|3.7|3.3
6.1|7.3|6.7|555|VI Renal tumors|83185431|0-19|All Races|Male and Female|2010|6.1|7.3|6.7
5.6|6.7|6.1|511|VI(a) Nephroblastoma and other nonepithelial renal tumors|83185431|0-19|All Races|Male and Female|2010|5.6|6.7|6.1
0.4|0.7|0.5|42|VI(b) Renal carcinomas|83185431|0-19|All Races|Male and Female|2010|0.4|0.7|0.5
~|~|~|~|VI(c) Unspecified malignant renal tumors|83185431|0-19|All Races|Male and Female|2010|~|~|~
2.3|3.0|2.6|220|VII Hepatic tumors|83185431|0-19|All Races|Male and Female|2010|2.3|3.0|2.6
1.6|2.2|1.9|159|VII(a) Hepatoblastoma|83185431|0-19|All Races|Male and Female|2010|1.6|2.2|1.9
0.5|0.9|0.7|59|VII(b) Hepatic carcinomas|83185431|0-19|All Races|Male and Female|2010|0.5|0.9|0.7
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|83185431|0-19|All Races|Male and Female|2010|~|~|~
7.7|8.9|8.3|694|VIII Malignant bone tumors|83185431|0-19|All Races|Male and Female|2010|7.7|9.0|8.3
4.3|5.2|4.7|396|VIII(a) Osteosarcomas|83185431|0-19|All Races|Male and Female|2010|4.3|5.3|4.8
0.2|0.5|0.4|31|VIII(b) Chondrosarcomas|83185431|0-19|All Races|Male and Female|2010|0.3|0.5|0.4
2.3|3.0|2.6|216|VIII(c) Ewing tumor and related sarcomas of bone|83185431|0-19|All Races|Male and Female|2010|2.3|3.0|2.6
0.3|0.6|0.4|36|VIII(d) Other specified malignant bone tumors|83185431|0-19|All Races|Male and Female|2010|0.3|0.6|0.4
~|~|~|~|VIII(e) Unspecified malignant bone tumors|83185431|0-19|All Races|Male and Female|2010|~|~|~
10.8|12.3|11.5|980|X Germ cell, trophoblastic tumors & neoplasms of gonads|83185431|0-19|All Races|Male and Female|2010|11.1|12.5|11.8
1.7|2.3|2.0|167|X(a) Intracranial & intraspinal germ cell tumors|83185431|0-19|All Races|Male and Female|2010|1.7|2.3|2.0
1.1|1.6|1.3|111|X(b) Malignant extracranial & extragonadal germ cell tumors|83185431|0-19|All Races|Male and Female|2010|1.1|1.6|1.3
6.7|7.9|7.3|624|X(c) Malignant gonadal germ cell tumors|83185431|0-19|All Races|Male and Female|2010|6.9|8.1|7.5
0.4|0.7|0.5|44|X(d) Gonadal carcinomas|83185431|0-19|All Races|Male and Female|2010|0.4|0.7|0.5
0.3|0.6|0.4|34|X(e) Other and unspecified malignant gonadal tumors|83185431|0-19|All Races|Male and Female|2010|0.3|0.6|0.4
17.0|18.8|17.9|1529|XI Other malignant epithelial neoplasms and malignant melanomas|83185431|0-19|All Races|Male and Female|2010|17.5|19.3|18.4
0.1|0.4|0.2|20|XI(a) Adrenocortical carcinomas|83185431|0-19|All Races|Male and Female|2010|0.1|0.4|0.2
7.9|9.1|8.5|728|XI(b) Thyroid carcinomas|83185431|0-19|All Races|Male and Female|2010|8.1|9.4|8.8
0.4|0.8|0.6|49|XI(c) Nasopharyngeal carcinomas|83185431|0-19|All Races|Male and Female|2010|0.4|0.8|0.6
3.6|4.5|4.1|347|XI(d) Malignant melanomas|83185431|0-19|All Races|Male and Female|2010|3.7|4.6|4.2
~|~|~|~|XI(e) Skin carcinomas|83185431|0-19|All Races|Male and Female|2010|~|~|~
4.0|4.9|4.4|376|XI(f) Other and unspecified carcinomas|83185431|0-19|All Races|Male and Female|2010|4.1|5.0|4.5
0.5|0.9|0.7|60|XII Other and unspecified malignant neoplasms|83185431|0-19|All Races|Male and Female|2010|0.6|0.9|0.7
0.3|0.5|0.4|32|XII(a) Other specified malignant tumors|83185431|0-19|All Races|Male and Female|2010|0.3|0.5|0.4
0.2|0.5|0.3|28|XII(b) Other unspecified malignant tumors|83185431|0-19|All Races|Male and Female|2010|0.2|0.5|0.3
178.9|184.7|181.8|15011|All ICCC Groups Combined|82115497|0-19|All Races|Male and Female|2011|179.9|185.8|182.8
47.2|50.3|48.7|4005|I Leukemias, myeloproliferative & myelodysplastic diseases|82115497|0-19|All Races|Male and Female|2011|47.3|50.3|48.8
34.2|36.7|35.4|2907|I(a) Lymphoid leukemias|82115497|0-19|All Races|Male and Female|2011|34.1|36.7|35.4
7.7|8.9|8.3|684|I(b) Acute myeloid leukemias|82115497|0-19|All Races|Male and Female|2011|7.7|9.0|8.3
1.9|2.6|2.3|187|I(c) Chronic myeloproliferative diseases|82115497|0-19|All Races|Male and Female|2011|2.0|2.6|2.3
1.0|1.5|1.3|104|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82115497|0-19|All Races|Male and Female|2011|1.0|1.5|1.3
1.2|1.8|1.5|123|I(e) Unspecified and other specified leukemias|82115497|0-19|All Races|Male and Female|2011|1.2|1.8|1.5
26.4|28.7|27.6|2286|II Lymphomas and reticuloendothelial neoplasms|82115497|0-19|All Races|Male and Female|2011|26.7|29.0|27.8
11.1|12.6|11.8|989|II(a) Hodgkin lymphomas|82115497|0-19|All Races|Male and Female|2011|11.3|12.8|12.0
7.8|9.0|8.4|693|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82115497|0-19|All Races|Male and Female|2011|7.8|9.1|8.4
2.2|2.9|2.5|203|II(c) Burkitt lymphoma|82115497|0-19|All Races|Male and Female|2011|2.1|2.8|2.5
4.1|5.1|4.6|373|II(d) Miscellaneous lymphoreticular neoplasms|82115497|0-19|All Races|Male and Female|2011|4.1|5.0|4.5
0.2|0.5|0.3|28|II(e) Unspecified lymphomas|82115497|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
31.2|33.6|32.4|2655|III CNS and misc intracranial and intraspinal neoplasms|82115497|0-19|All Races|Male and Female|2011|31.1|33.6|32.3
2.5|3.2|2.8|233|III(a) Ependymomas and choroid plexus tumor|82115497|0-19|All Races|Male and Female|2011|2.5|3.2|2.8
15.9|17.6|16.7|1373|III(b) Astrocytomas|82115497|0-19|All Races|Male and Female|2011|15.8|17.6|16.7
5.6|6.6|6.1|499|III(c) Intracranial and intraspinal embryonal tumors|82115497|0-19|All Races|Male and Female|2011|5.6|6.6|6.1
5.2|6.3|5.7|470|III(d) Other gliomas|82115497|0-19|All Races|Male and Female|2011|5.2|6.3|5.7
0.4|0.7|0.5|44|III(e) Other specified intracranial & intraspinal neoplasms|82115497|0-19|All Races|Male and Female|2011|0.4|0.7|0.5
0.3|0.6|0.4|36|III(f) Unspecified intracranial and intraspinal neoplasms|82115497|0-19|All Races|Male and Female|2011|0.3|0.6|0.4
7.9|9.2|8.5|698|IV Neuroblastoma and other peripheral nervous cell tumors|82115497|0-19|All Races|Male and Female|2011|7.9|9.2|8.5
7.7|8.9|8.3|678|IV(a) Neuroblastoma and ganglioneuroblastoma|82115497|0-19|All Races|Male and Female|2011|7.6|8.9|8.3
0.1|0.4|0.2|20|IV(b) Other peripheral nervous cell tumors|82115497|0-19|All Races|Male and Female|2011|0.1|0.4|0.2
11.3|12.8|12.0|993|IX Soft tissue and other extraosseous sarcomas|82115497|0-19|All Races|Male and Female|2011|11.4|12.9|12.1
4.2|5.2|4.7|384|IX(a) Rhabdomyosarcomas|82115497|0-19|All Races|Male and Female|2011|4.2|5.2|4.7
1.0|1.5|1.3|105|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82115497|0-19|All Races|Male and Female|2011|1.0|1.5|1.3
~|~|~|~|IX(c) Kaposi sarcoma|82115497|0-19|All Races|Male and Female|2011|~|~|~
4.3|5.2|4.7|393|IX(d) Other specified soft tissue sarcomas|82115497|0-19|All Races|Male and Female|2011|4.3|5.3|4.8
1.0|1.5|1.2|103|IX(e) Unspecified soft tissue sarcomas|82115497|0-19|All Races|Male and Female|2011|1.0|1.5|1.3
0.2|0.5|0.3|26|Not classified by ICCC|82115497|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
2.7|3.5|3.1|256|V Retinoblastoma|82115497|0-19|All Races|Male and Female|2011|2.7|3.5|3.1
6.6|7.8|7.2|593|VI Renal tumors|82115497|0-19|All Races|Male and Female|2011|6.7|7.8|7.2
6.0|7.1|6.5|536|VI(a) Nephroblastoma and other nonepithelial renal tumors|82115497|0-19|All Races|Male and Female|2011|6.0|7.1|6.5
0.5|0.9|0.7|56|VI(b) Renal carcinomas|82115497|0-19|All Races|Male and Female|2011|0.5|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|82115497|0-19|All Races|Male and Female|2011|~|~|~
2.2|2.9|2.6|212|VII Hepatic tumors|82115497|0-19|All Races|Male and Female|2011|2.2|3.0|2.6
1.7|2.3|2.0|165|VII(a) Hepatoblastoma|82115497|0-19|All Races|Male and Female|2011|1.7|2.3|2.0
0.4|0.7|0.5|43|VII(b) Hepatic carcinomas|82115497|0-19|All Races|Male and Female|2011|0.4|0.7|0.5
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82115497|0-19|All Races|Male and Female|2011|~|~|~
8.3|9.6|8.9|736|VIII Malignant bone tumors|82115497|0-19|All Races|Male and Female|2011|8.3|9.6|9.0
4.6|5.6|5.1|418|VIII(a) Osteosarcomas|82115497|0-19|All Races|Male and Female|2011|4.6|5.6|5.1
0.2|0.4|0.3|21|VIII(b) Chondrosarcomas|82115497|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
2.8|3.6|3.2|260|VIII(c) Ewing tumor and related sarcomas of bone|82115497|0-19|All Races|Male and Female|2011|2.8|3.6|3.2
0.2|0.4|0.3|25|VIII(d) Other specified malignant bone tumors|82115497|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
~|~|~|~|VIII(e) Unspecified malignant bone tumors|82115497|0-19|All Races|Male and Female|2011|~|~|~
10.0|11.4|10.7|898|X Germ cell, trophoblastic tumors & neoplasms of gonads|82115497|0-19|All Races|Male and Female|2011|10.2|11.7|10.9
1.4|2.0|1.7|138|X(a) Intracranial & intraspinal germ cell tumors|82115497|0-19|All Races|Male and Female|2011|1.4|2.0|1.7
1.1|1.6|1.4|113|X(b) Malignant extracranial & extragonadal germ cell tumors|82115497|0-19|All Races|Male and Female|2011|1.1|1.7|1.4
6.6|7.7|7.1|600|X(c) Malignant gonadal germ cell tumors|82115497|0-19|All Races|Male and Female|2011|6.7|7.9|7.3
0.2|0.5|0.3|26|X(d) Gonadal carcinomas|82115497|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
0.2|0.4|0.3|21|X(e) Other and unspecified malignant gonadal tumors|82115497|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
18.1|20.0|19.0|1596|XI Other malignant epithelial neoplasms and malignant melanomas|82115497|0-19|All Races|Male and Female|2011|18.5|20.4|19.4
0.1|0.4|0.2|19|XI(a) Adrenocortical carcinomas|82115497|0-19|All Races|Male and Female|2011|0.1|0.4|0.2
8.6|9.9|9.2|776|XI(b) Thyroid carcinomas|82115497|0-19|All Races|Male and Female|2011|8.8|10.1|9.5
0.5|0.8|0.6|52|XI(c) Nasopharyngeal carcinomas|82115497|0-19|All Races|Male and Female|2011|0.5|0.8|0.6
3.9|4.8|4.3|364|XI(d) Malignant melanomas|82115497|0-19|All Races|Male and Female|2011|4.0|4.9|4.4
~|~|~|~|XI(e) Skin carcinomas|82115497|0-19|All Races|Male and Female|2011|~|~|~
4.0|5.0|4.5|377|XI(f) Other and unspecified carcinomas|82115497|0-19|All Races|Male and Female|2011|4.1|5.1|4.6
0.5|0.9|0.7|57|XII Other and unspecified malignant neoplasms|82115497|0-19|All Races|Male and Female|2011|0.5|0.9|0.7
0.2|0.5|0.3|27|XII(a) Other specified malignant tumors|82115497|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
0.2|0.5|0.4|30|XII(b) Other unspecified malignant tumors|82115497|0-19|All Races|Male and Female|2011|0.2|0.5|0.4
179.3|185.2|182.2|14972|All ICCC Groups Combined|81779507|0-19|All Races|Male and Female|2012|180.2|186.0|183.1
45.6|48.6|47.0|3852|I Leukemias, myeloproliferative & myelodysplastic diseases|81779507|0-19|All Races|Male and Female|2012|45.6|48.6|47.1
32.4|35.0|33.7|2755|I(a) Lymphoid leukemias|81779507|0-19|All Races|Male and Female|2012|32.4|35.0|33.7
7.2|8.5|7.8|643|I(b) Acute myeloid leukemias|81779507|0-19|All Races|Male and Female|2012|7.3|8.5|7.9
2.0|2.6|2.3|189|I(c) Chronic myeloproliferative diseases|81779507|0-19|All Races|Male and Female|2012|2.0|2.7|2.3
1.2|1.8|1.5|120|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|81779507|0-19|All Races|Male and Female|2012|1.2|1.8|1.5
1.5|2.1|1.8|145|I(e) Unspecified and other specified leukemias|81779507|0-19|All Races|Male and Female|2012|1.5|2.1|1.8
28.3|30.7|29.5|2430|II Lymphomas and reticuloendothelial neoplasms|81779507|0-19|All Races|Male and Female|2012|28.5|30.9|29.7
11.7|13.2|12.4|1030|II(a) Hodgkin lymphomas|81779507|0-19|All Races|Male and Female|2012|11.8|13.4|12.6
9.1|10.4|9.7|799|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|81779507|0-19|All Races|Male and Female|2012|9.1|10.5|9.8
2.0|2.7|2.3|188|II(c) Burkitt lymphoma|81779507|0-19|All Races|Male and Female|2012|2.0|2.7|2.3
4.2|5.1|4.6|376|II(d) Miscellaneous lymphoreticular neoplasms|81779507|0-19|All Races|Male and Female|2012|4.1|5.1|4.6
0.3|0.6|0.5|37|II(e) Unspecified lymphomas|81779507|0-19|All Races|Male and Female|2012|0.3|0.6|0.5
30.2|32.7|31.4|2566|III CNS and misc intracranial and intraspinal neoplasms|81779507|0-19|All Races|Male and Female|2012|30.2|32.6|31.4
2.3|3.0|2.7|218|III(a) Ependymomas and choroid plexus tumor|81779507|0-19|All Races|Male and Female|2012|2.3|3.0|2.7
15.9|17.7|16.7|1368|III(b) Astrocytomas|81779507|0-19|All Races|Male and Female|2012|15.9|17.6|16.7
5.3|6.4|5.8|477|III(c) Intracranial and intraspinal embryonal tumors|81779507|0-19|All Races|Male and Female|2012|5.3|6.4|5.8
4.5|5.5|5.0|410|III(d) Other gliomas|81779507|0-19|All Races|Male and Female|2012|4.5|5.5|5.0
0.4|0.7|0.5|42|III(e) Other specified intracranial & intraspinal neoplasms|81779507|0-19|All Races|Male and Female|2012|0.4|0.7|0.5
0.5|0.8|0.6|51|III(f) Unspecified intracranial and intraspinal neoplasms|81779507|0-19|All Races|Male and Female|2012|0.5|0.8|0.6
8.0|9.3|8.6|703|IV Neuroblastoma and other peripheral nervous cell tumors|81779507|0-19|All Races|Male and Female|2012|8.0|9.3|8.6
7.8|9.0|8.4|684|IV(a) Neuroblastoma and ganglioneuroblastoma|81779507|0-19|All Races|Male and Female|2012|7.7|9.0|8.4
0.1|0.4|0.2|19|IV(b) Other peripheral nervous cell tumors|81779507|0-19|All Races|Male and Female|2012|0.1|0.4|0.2
10.9|12.4|11.6|952|IX Soft tissue and other extraosseous sarcomas|81779507|0-19|All Races|Male and Female|2012|10.9|12.4|11.6
4.1|5.0|4.5|369|IX(a) Rhabdomyosarcomas|81779507|0-19|All Races|Male and Female|2012|4.1|5.0|4.5
1.0|1.5|1.2|101|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|81779507|0-19|All Races|Male and Female|2012|1.0|1.5|1.2
~|~|~|~|IX(c) Kaposi sarcoma|81779507|0-19|All Races|Male and Female|2012|~|~|~
4.0|4.9|4.4|362|IX(d) Other specified soft tissue sarcomas|81779507|0-19|All Races|Male and Female|2012|4.0|4.9|4.4
1.1|1.7|1.4|114|IX(e) Unspecified soft tissue sarcomas|81779507|0-19|All Races|Male and Female|2012|1.1|1.7|1.4
0.1|0.4|0.2|20|Not classified by ICCC|81779507|0-19|All Races|Male and Female|2012|0.1|0.4|0.2
2.9|3.7|3.2|265|V Retinoblastoma|81779507|0-19|All Races|Male and Female|2012|2.9|3.7|3.2
6.4|7.6|7.0|572|VI Renal tumors|81779507|0-19|All Races|Male and Female|2012|6.4|7.6|7.0
5.7|6.8|6.2|506|VI(a) Nephroblastoma and other nonepithelial renal tumors|81779507|0-19|All Races|Male and Female|2012|5.7|6.8|6.2
0.6|0.9|0.7|60|VI(b) Renal carcinomas|81779507|0-19|All Races|Male and Female|2012|0.6|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|81779507|0-19|All Races|Male and Female|2012|~|~|~
2.4|3.1|2.8|226|VII Hepatic tumors|81779507|0-19|All Races|Male and Female|2012|2.4|3.1|2.8
1.8|2.5|2.1|174|VII(a) Hepatoblastoma|81779507|0-19|All Races|Male and Female|2012|1.8|2.5|2.1
0.5|0.8|0.6|50|VII(b) Hepatic carcinomas|81779507|0-19|All Races|Male and Female|2012|0.5|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|81779507|0-19|All Races|Male and Female|2012|~|~|~
8.3|9.6|8.9|732|VIII Malignant bone tumors|81779507|0-19|All Races|Male and Female|2012|8.3|9.6|9.0
4.7|5.7|5.2|424|VIII(a) Osteosarcomas|81779507|0-19|All Races|Male and Female|2012|4.7|5.7|5.2
0.2|0.5|0.3|27|VIII(b) Chondrosarcomas|81779507|0-19|All Races|Male and Female|2012|0.2|0.5|0.3
2.4|3.2|2.8|228|VIII(c) Ewing tumor and related sarcomas of bone|81779507|0-19|All Races|Male and Female|2012|2.4|3.2|2.8
0.3|0.6|0.4|32|VIII(d) Other specified malignant bone tumors|81779507|0-19|All Races|Male and Female|2012|0.3|0.6|0.4
0.2|0.4|0.3|21|VIII(e) Unspecified malignant bone tumors|81779507|0-19|All Races|Male and Female|2012|0.2|0.4|0.3
10.8|12.3|11.5|956|X Germ cell, trophoblastic tumors & neoplasms of gonads|81779507|0-19|All Races|Male and Female|2012|11.0|12.5|11.7
1.3|1.9|1.6|129|X(a) Intracranial & intraspinal germ cell tumors|81779507|0-19|All Races|Male and Female|2012|1.3|1.9|1.6
