AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
20+|0.0|0.0|0.0|Malignant|30|232134544|Male and Female|Neuronal/glial, neuronal|2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Oligodendroglioma|2004|~|~|~
20+|0.4|0.4|0.4|Malignant|822|211050944|Male and Female|Oligodendroglioma|2004|0.4|0.4|0.4
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Oligodendroglioma|2005|~|~|~
20+|0.3|0.4|0.4|Malignant|787|213511339|Male and Female|Oligodendroglioma|2005|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Oligodendroglioma|2006|~|~|~
20+|0.4|0.4|0.4|Malignant|830|216055494|Male and Female|Oligodendroglioma|2006|0.4|0.4|0.4
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Oligodendroglioma|2007|~|~|~
20+|0.3|0.4|0.4|Malignant|797|218481776|Male and Female|Oligodendroglioma|2007|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Oligodendroglioma|2008|~|~|~
20+|0.3|0.4|0.3|Malignant|750|220975702|Male and Female|Oligodendroglioma|2008|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Oligodendroglioma|2009|~|~|~
20+|0.3|0.4|0.4|Malignant|814|223491138|Male and Female|Oligodendroglioma|2009|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|1134334364|Male and Female|Oligodendroglioma|2009-2013|~|~|~
20+|0.3|0.3|0.3|Malignant|3653|1134334364|Male and Female|Oligodendroglioma|2009-2013|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|226161626|Male and Female|Oligodendroglioma|2010|~|~|~
20+|0.3|0.4|0.4|Malignant|782|226161626|Male and Female|Oligodendroglioma|2010|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|226887549|Male and Female|Oligodendroglioma|2011|~|~|~
20+|0.3|0.4|0.3|Malignant|738|226887549|Male and Female|Oligodendroglioma|2011|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|229577326|Male and Female|Oligodendroglioma|2012|~|~|~
20+|0.3|0.3|0.3|Malignant|641|229577326|Male and Female|Oligodendroglioma|2012|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|232134544|Male and Female|Oligodendroglioma|2013|~|~|~
20+|0.3|0.3|0.3|Malignant|688|232134544|Male and Female|Oligodendroglioma|2013|0.3|0.3|0.3
20+|0.1|0.1|0.1|Benign/Borderline|147|211050944|Male and Female|Other mesenchymal|2004|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|55|211050944|Male and Female|Other mesenchymal|2004|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|151|213511339|Male and Female|Other mesenchymal|2005|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|62|213511339|Male and Female|Other mesenchymal|2005|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|152|216055494|Male and Female|Other mesenchymal|2006|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|57|216055494|Male and Female|Other mesenchymal|2006|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|167|218481776|Male and Female|Other mesenchymal|2007|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|73|218481776|Male and Female|Other mesenchymal|2007|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|199|220975702|Male and Female|Other mesenchymal|2008|0.1|0.1|0.1
20+|0.0|0.1|0.0|Malignant|95|220975702|Male and Female|Other mesenchymal|2008|0.0|0.1|0.0
20+|0.1|0.1|0.1|Benign/Borderline|193|223491138|Male and Female|Other mesenchymal|2009|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|70|223491138|Male and Female|Other mesenchymal|2009|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|867|1134334364|Male and Female|Other mesenchymal|2009-2013|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|355|1134334364|Male and Female|Other mesenchymal|2009-2013|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|169|226161626|Male and Female|Other mesenchymal|2010|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|67|226161626|Male and Female|Other mesenchymal|2010|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|150|226887549|Male and Female|Other mesenchymal|2011|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|71|226887549|Male and Female|Other mesenchymal|2011|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|192|229577326|Male and Female|Other mesenchymal|2012|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|66|229577326|Male and Female|Other mesenchymal|2012|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|164|232134544|Male and Female|Other mesenchymal|2013|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|81|232134544|Male and Female|Other mesenchymal|2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Pilocytic astrocytoma|2004|~|~|~
20+|0.1|0.1|0.1|Malignant|274|211050944|Male and Female|Pilocytic astrocytoma|2004|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Pilocytic astrocytoma|2005|~|~|~
20+|0.1|0.2|0.1|Malignant|304|213511339|Male and Female|Pilocytic astrocytoma|2005|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Pilocytic astrocytoma|2006|~|~|~
20+|0.1|0.2|0.1|Malignant|306|216055494|Male and Female|Pilocytic astrocytoma|2006|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Pilocytic astrocytoma|2007|~|~|~
20+|0.1|0.2|0.1|Malignant|301|218481776|Male and Female|Pilocytic astrocytoma|2007|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Pilocytic astrocytoma|2008|~|~|~
20+|0.1|0.1|0.1|Malignant|288|220975702|Male and Female|Pilocytic astrocytoma|2008|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Pilocytic astrocytoma|2009|~|~|~
20+|0.1|0.1|0.1|Malignant|269|223491138|Male and Female|Pilocytic astrocytoma|2009|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|1134334364|Male and Female|Pilocytic astrocytoma|2009-2013|~|~|~
20+|0.1|0.1|0.1|Malignant|1464|1134334364|Male and Female|Pilocytic astrocytoma|2009-2013|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|226161626|Male and Female|Pilocytic astrocytoma|2010|~|~|~
20+|0.1|0.2|0.1|Malignant|328|226161626|Male and Female|Pilocytic astrocytoma|2010|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|226887549|Male and Female|Pilocytic astrocytoma|2011|~|~|~
20+|0.1|0.2|0.1|Malignant|324|226887549|Male and Female|Pilocytic astrocytoma|2011|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|229577326|Male and Female|Pilocytic astrocytoma|2012|~|~|~
20+|0.1|0.1|0.1|Malignant|259|229577326|Male and Female|Pilocytic astrocytoma|2012|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|232134544|Male and Female|Pilocytic astrocytoma|2013|~|~|~
20+|0.1|0.1|0.1|Malignant|288|232134544|Male and Female|Pilocytic astrocytoma|2013|0.1|0.1|0.1
20+|0.0|0.0|0.0|Benign/Borderline|24|211050944|Male and Female|Pineal parenchymal|2004|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|31|211050944|Male and Female|Pineal parenchymal|2004|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|48|213511339|Male and Female|Pineal parenchymal|2005|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|31|213511339|Male and Female|Pineal parenchymal|2005|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|44|216055494|Male and Female|Pineal parenchymal|2006|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|40|216055494|Male and Female|Pineal parenchymal|2006|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|48|218481776|Male and Female|Pineal parenchymal|2007|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|41|218481776|Male and Female|Pineal parenchymal|2007|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|64|220975702|Male and Female|Pineal parenchymal|2008|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|43|220975702|Male and Female|Pineal parenchymal|2008|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|43|223491138|Male and Female|Pineal parenchymal|2009|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|44|223491138|Male and Female|Pineal parenchymal|2009|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|269|1134334364|Male and Female|Pineal parenchymal|2009-2013|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|235|1134334364|Male and Female|Pineal parenchymal|2009-2013|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|53|226161626|Male and Female|Pineal parenchymal|2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|41|226161626|Male and Female|Pineal parenchymal|2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|58|226887549|Male and Female|Pineal parenchymal|2011|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|41|226887549|Male and Female|Pineal parenchymal|2011|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|57|229577326|Male and Female|Pineal parenchymal|2012|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|42|229577326|Male and Female|Pineal parenchymal|2012|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|60|232134544|Male and Female|Pineal parenchymal|2013|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|67|232134544|Male and Female|Pineal parenchymal|2013|0.0|0.0|0.0
20+|3.3|3.5|3.4|Benign/Borderline|7202|211050944|Male and Female|Pituitary|2004|3.3|3.5|3.4
20+|0.0|0.0|0.0|Malignant|43|211050944|Male and Female|Pituitary|2004|0.0|0.0|0.0
20+|3.7|3.9|3.8|Benign/Borderline|8152|213511339|Male and Female|Pituitary|2005|3.7|3.9|3.8
20+|0.0|0.0|0.0|Malignant|38|213511339|Male and Female|Pituitary|2005|0.0|0.0|0.0
20+|4.0|4.2|4.1|Benign/Borderline|8939|216055494|Male and Female|Pituitary|2006|4.1|4.2|4.1
20+|0.0|0.0|0.0|Malignant|30|216055494|Male and Female|Pituitary|2006|0.0|0.0|0.0
20+|4.2|4.4|4.3|Benign/Borderline|9391|218481776|Male and Female|Pituitary|2007|4.2|4.4|4.3
20+|0.0|0.0|0.0|Malignant|33|218481776|Male and Female|Pituitary|2007|0.0|0.0|0.0
20+|4.5|4.7|4.6|Benign/Borderline|10125|220975702|Male and Female|Pituitary|2008|4.5|4.7|4.6
20+|~|~|~|Malignant|~|220975702|Male and Female|Pituitary|2008|~|~|~
20+|4.8|5.0|4.9|Benign/Borderline|10989|223491138|Male and Female|Pituitary|2009|4.8|5.0|4.9
20+|0.0|0.0|0.0|Malignant|22|223491138|Male and Female|Pituitary|2009|0.0|0.0|0.0
20+|4.8|4.9|4.9|Benign/Borderline|55770|1134334364|Male and Female|Pituitary|2009-2013|4.9|5.0|4.9
20+|0.0|0.0|0.0|Malignant|153|1134334364|Male and Female|Pituitary|2009-2013|0.0|0.0|0.0
20+|4.7|4.9|4.8|Benign/Borderline|10950|226161626|Male and Female|Pituitary|2010|4.8|4.9|4.8
20+|0.0|0.0|0.0|Malignant|28|226161626|Male and Female|Pituitary|2010|0.0|0.0|0.0
20+|4.8|5.0|4.9|Benign/Borderline|11122|226887549|Male and Female|Pituitary|2011|4.8|5.0|4.9
20+|0.0|0.0|0.0|Malignant|32|226887549|Male and Female|Pituitary|2011|0.0|0.0|0.0
20+|4.9|5.1|5.0|Benign/Borderline|11605|229577326|Male and Female|Pituitary|2012|5.0|5.1|5.1
20+|0.0|0.0|0.0|Malignant|31|229577326|Male and Female|Pituitary|2012|0.0|0.0|0.0
20+|4.7|4.8|4.8|Benign/Borderline|11225|232134544|Male and Female|Pituitary|2013|4.7|4.9|4.8
20+|0.0|0.0|0.0|Malignant|40|232134544|Male and Female|Pituitary|2013|0.0|0.0|0.0
20+|15.8|16.2|16.0|Benign/Borderline|33978|211050944|Male and Female|Total|2004|15.9|16.3|16.1
20+|9.0|9.2|9.1|Malignant|19343|211050944|Male and Female|Total|2004|9.0|9.3|9.2
20+|17.8|18.1|17.9|Benign/Borderline|38688|213511339|Male and Female|Total|2005|17.9|18.3|18.1
20+|9.0|9.2|9.1|Malignant|19650|213511339|Male and Female|Total|2005|9.1|9.3|9.2
20+|18.5|18.9|18.7|Benign/Borderline|40960|216055494|Male and Female|Total|2006|18.8|19.1|19.0
20+|8.9|9.1|9.0|Malignant|19746|216055494|Male and Female|Total|2006|9.0|9.3|9.1
20+|18.9|19.3|19.1|Benign/Borderline|42494|218481776|Male and Female|Total|2007|19.3|19.6|19.4
20+|8.9|9.1|9.0|Malignant|20049|218481776|Male and Female|Total|2007|9.0|9.3|9.2
20+|19.8|20.2|20.0|Benign/Borderline|45231|220975702|Male and Female|Total|2008|20.3|20.7|20.5
20+|8.9|9.1|9.0|Malignant|20493|220975702|Male and Female|Total|2008|9.1|9.4|9.3
20+|20.9|21.3|21.1|Benign/Borderline|48556|223491138|Male and Female|Total|2009|21.5|21.9|21.7
20+|8.8|9.0|8.9|Malignant|20669|223491138|Male and Female|Total|2009|9.1|9.4|9.2
20+|20.5|20.7|20.6|Benign/Borderline|242430|1134334364|Male and Female|Total|2009-2013|21.3|21.5|21.4
20+|8.6|8.7|8.6|Malignant|102975|1134334364|Male and Female|Total|2009-2013|9.0|9.1|9.1
20+|20.2|20.6|20.4|Benign/Borderline|47756|226161626|Male and Female|Total|2010|20.9|21.3|21.1
20+|8.6|8.8|8.7|Malignant|20557|226161626|Male and Female|Total|2010|9.0|9.2|9.1
20+|20.4|20.7|20.6|Benign/Borderline|48329|226887549|Male and Female|Total|2011|21.1|21.5|21.3
20+|8.5|8.7|8.6|Malignant|20491|226887549|Male and Female|Total|2011|8.9|9.2|9.0
20+|20.5|20.9|20.7|Benign/Borderline|49483|229577326|Male and Female|Total|2012|21.4|21.7|21.6
20+|8.4|8.6|8.5|Malignant|20715|229577326|Male and Female|Total|2012|8.9|9.1|9.0
20+|19.9|20.2|20.1|Benign/Borderline|48861|232134544|Male and Female|Total|2013|20.9|21.2|21.0
20+|8.3|8.5|8.4|Malignant|20825|232134544|Male and Female|Total|2013|8.8|9.1|9.0
20+|2.2|2.3|2.2|Benign/Borderline|4780|211050944|Male and Female|Tumors of Cranial and Spinal Nerves|2004|2.2|2.3|2.3
20+|0.0|0.0|0.0|Malignant|46|211050944|Male and Female|Tumors of Cranial and Spinal Nerves|2004|0.0|0.0|0.0
20+|2.4|2.5|2.5|Benign/Borderline|5375|213511339|Male and Female|Tumors of Cranial and Spinal Nerves|2005|2.5|2.6|2.5
20+|0.0|0.0|0.0|Malignant|51|213511339|Male and Female|Tumors of Cranial and Spinal Nerves|2005|0.0|0.0|0.0
20+|2.4|2.5|2.5|Benign/Borderline|5458|216055494|Male and Female|Tumors of Cranial and Spinal Nerves|2006|2.5|2.6|2.5
20+|0.0|0.0|0.0|Malignant|40|216055494|Male and Female|Tumors of Cranial and Spinal Nerves|2006|0.0|0.0|0.0
20+|2.4|2.5|2.4|Benign/Borderline|5521|218481776|Male and Female|Tumors of Cranial and Spinal Nerves|2007|2.5|2.6|2.5
20+|0.0|0.0|0.0|Malignant|59|218481776|Male and Female|Tumors of Cranial and Spinal Nerves|2007|0.0|0.0|0.0
20+|2.4|2.5|2.4|Benign/Borderline|5573|220975702|Male and Female|Tumors of Cranial and Spinal Nerves|2008|2.5|2.6|2.5
20+|0.0|0.0|0.0|Malignant|49|220975702|Male and Female|Tumors of Cranial and Spinal Nerves|2008|0.0|0.0|0.0
20+|2.5|2.6|2.5|Benign/Borderline|5860|223491138|Male and Female|Tumors of Cranial and Spinal Nerves|2009|2.6|2.7|2.6
20+|0.0|0.0|0.0|Malignant|36|223491138|Male and Female|Tumors of Cranial and Spinal Nerves|2009|0.0|0.0|0.0
20+|2.4|2.5|2.5|Benign/Borderline|29283|1134334364|Male and Female|Tumors of Cranial and Spinal Nerves|2009-2013|2.6|2.6|2.6
20+|0.0|0.0|0.0|Malignant|208|1134334364|Male and Female|Tumors of Cranial and Spinal Nerves|2009-2013|0.0|0.0|0.0
20+|2.3|2.4|2.4|Benign/Borderline|5590|226161626|Male and Female|Tumors of Cranial and Spinal Nerves|2010|2.4|2.5|2.5
20+|0.0|0.0|0.0|Malignant|44|226161626|Male and Female|Tumors of Cranial and Spinal Nerves|2010|0.0|0.0|0.0
20+|2.4|2.5|2.4|Benign/Borderline|5791|226887549|Male and Female|Tumors of Cranial and Spinal Nerves|2011|2.5|2.6|2.6
20+|0.0|0.0|0.0|Malignant|36|226887549|Male and Female|Tumors of Cranial and Spinal Nerves|2011|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|6090|229577326|Male and Female|Tumors of Cranial and Spinal Nerves|2012|2.6|2.7|2.7
20+|0.0|0.0|0.0|Malignant|51|229577326|Male and Female|Tumors of Cranial and Spinal Nerves|2012|0.0|0.0|0.0
20+|2.4|2.5|2.5|Benign/Borderline|6011|232134544|Male and Female|Tumors of Cranial and Spinal Nerves|2013|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|41|232134544|Male and Female|Tumors of Cranial and Spinal Nerves|2013|0.0|0.0|0.0
20+|0.4|0.4|0.4|Benign/Borderline|813|211050944|Male and Female|Tumors of Neuroepthelial Tissue|2004|0.4|0.4|0.4
20+|7.4|7.6|7.5|Malignant|15981|211050944|Male and Female|Tumors of Neuroepthelial Tissue|2004|7.5|7.7|7.6
20+|0.4|0.5|0.4|Benign/Borderline|946|213511339|Male and Female|Tumors of Neuroepthelial Tissue|2005|0.4|0.5|0.4
20+|7.4|7.6|7.5|Malignant|16164|213511339|Male and Female|Tumors of Neuroepthelial Tissue|2005|7.5|7.7|7.6
20+|0.4|0.5|0.5|Benign/Borderline|1014|216055494|Male and Female|Tumors of Neuroepthelial Tissue|2006|0.4|0.5|0.5
20+|7.3|7.6|7.4|Malignant|16343|216055494|Male and Female|Tumors of Neuroepthelial Tissue|2006|7.4|7.7|7.6
20+|0.4|0.5|0.4|Benign/Borderline|985|218481776|Male and Female|Tumors of Neuroepthelial Tissue|2007|0.4|0.5|0.5
20+|7.4|7.6|7.5|Malignant|16694|218481776|Male and Female|Tumors of Neuroepthelial Tissue|2007|7.5|7.8|7.6
20+|0.4|0.5|0.5|Benign/Borderline|1050|220975702|Male and Female|Tumors of Neuroepthelial Tissue|2008|0.4|0.5|0.5
20+|7.4|7.6|7.5|Malignant|16977|220975702|Male and Female|Tumors of Neuroepthelial Tissue|2008|7.6|7.8|7.7
20+|0.5|0.5|0.5|Benign/Borderline|1082|223491138|Male and Female|Tumors of Neuroepthelial Tissue|2009|0.5|0.5|0.5
20+|7.3|7.6|7.4|Malignant|17222|223491138|Male and Female|Tumors of Neuroepthelial Tissue|2009|7.6|7.8|7.7
20+|0.5|0.5|0.5|Benign/Borderline|5508|1134334364|Male and Female|Tumors of Neuroepthelial Tissue|2009-2013|0.5|0.5|0.5
20+|7.2|7.3|7.2|Malignant|86353|1134334364|Male and Female|Tumors of Neuroepthelial Tissue|2009-2013|7.6|7.7|7.6
20+|0.5|0.5|0.5|Benign/Borderline|1155|226161626|Male and Female|Tumors of Neuroepthelial Tissue|2010|0.5|0.5|0.5
20+|7.2|7.4|7.3|Malignant|17213|226161626|Male and Female|Tumors of Neuroepthelial Tissue|2010|7.5|7.7|7.6
20+|0.5|0.5|0.5|Benign/Borderline|1116|226887549|Male and Female|Tumors of Neuroepthelial Tissue|2011|0.5|0.5|0.5
20+|7.1|7.3|7.2|Malignant|17159|226887549|Male and Female|Tumors of Neuroepthelial Tissue|2011|7.5|7.7|7.6
20+|0.5|0.5|0.5|Benign/Borderline|1117|229577326|Male and Female|Tumors of Neuroepthelial Tissue|2012|0.5|0.5|0.5
20+|7.1|7.3|7.2|Malignant|17444|229577326|Male and Female|Tumors of Neuroepthelial Tissue|2012|7.5|7.7|7.6
20+|0.4|0.5|0.5|Benign/Borderline|1053|232134544|Male and Female|Tumors of Neuroepthelial Tissue|2013|0.4|0.5|0.5
20+|7.0|7.2|7.1|Malignant|17537|232134544|Male and Female|Tumors of Neuroepthelial Tissue|2013|7.4|7.7|7.6
20+|3.5|3.7|3.6|Benign/Borderline|7581|211050944|Male and Female|Tumors of Sellar Region|2004|3.5|3.7|3.6
20+|0.0|0.0|0.0|Malignant|43|211050944|Male and Female|Tumors of Sellar Region|2004|0.0|0.0|0.0
20+|3.9|4.1|4.0|Benign/Borderline|8566|213511339|Male and Female|Tumors of Sellar Region|2005|3.9|4.1|4.0
20+|0.0|0.0|0.0|Malignant|40|213511339|Male and Female|Tumors of Sellar Region|2005|0.0|0.0|0.0
20+|4.2|4.4|4.3|Benign/Borderline|9325|216055494|Male and Female|Tumors of Sellar Region|2006|4.2|4.4|4.3
20+|0.0|0.0|0.0|Malignant|32|216055494|Male and Female|Tumors of Sellar Region|2006|0.0|0.0|0.0
20+|4.4|4.6|4.5|Benign/Borderline|9801|218481776|Male and Female|Tumors of Sellar Region|2007|4.4|4.6|4.5
20+|0.0|0.0|0.0|Malignant|33|218481776|Male and Female|Tumors of Sellar Region|2007|0.0|0.0|0.0
20+|4.7|4.8|4.7|Benign/Borderline|10541|220975702|Male and Female|Tumors of Sellar Region|2008|4.7|4.9|4.8
20+|~|~|~|Malignant|~|220975702|Male and Female|Tumors of Sellar Region|2008|~|~|~
20+|5.0|5.2|5.1|Benign/Borderline|11414|223491138|Male and Female|Tumors of Sellar Region|2009|5.0|5.2|5.1
20+|0.0|0.0|0.0|Malignant|23|223491138|Male and Female|Tumors of Sellar Region|2009|0.0|0.0|0.0
20+|5.0|5.1|5.1|Benign/Borderline|57880|1134334364|Male and Female|Tumors of Sellar Region|2009-2013|5.1|5.1|5.1
20+|0.0|0.0|0.0|Malignant|157|1134334364|Male and Female|Tumors of Sellar Region|2009-2013|0.0|0.0|0.0
20+|4.9|5.1|5.0|Benign/Borderline|11379|226161626|Male and Female|Tumors of Sellar Region|2010|4.9|5.1|5.0
20+|0.0|0.0|0.0|Malignant|28|226161626|Male and Female|Tumors of Sellar Region|2010|0.0|0.0|0.0
20+|5.0|5.1|5.0|Benign/Borderline|11522|226887549|Male and Female|Tumors of Sellar Region|2011|5.0|5.2|5.1
20+|0.0|0.0|0.0|Malignant|34|226887549|Male and Female|Tumors of Sellar Region|2011|0.0|0.0|0.0
20+|5.1|5.3|5.2|Benign/Borderline|12024|229577326|Male and Female|Tumors of Sellar Region|2012|5.1|5.3|5.2
20+|0.0|0.0|0.0|Malignant|31|229577326|Male and Female|Tumors of Sellar Region|2012|0.0|0.0|0.0
20+|4.8|5.0|4.9|Benign/Borderline|11666|232134544|Male and Female|Tumors of Sellar Region|2013|4.9|5.1|5.0
20+|0.0|0.0|0.0|Malignant|41|232134544|Male and Female|Tumors of Sellar Region|2013|0.0|0.0|0.0
20+|8.9|9.2|9.0|Benign/Borderline|19221|211050944|Male and Female|Tumors of the Meninges|2004|9.0|9.2|9.1
20+|0.2|0.3|0.2|Malignant|497|211050944|Male and Female|Tumors of the Meninges|2004|0.2|0.3|0.2
20+|10.0|10.2|10.1|Benign/Borderline|21788|213511339|Male and Female|Tumors of the Meninges|2005|10.1|10.3|10.2
20+|0.2|0.3|0.2|Malignant|501|213511339|Male and Female|Tumors of the Meninges|2005|0.2|0.3|0.2
20+|10.4|10.7|10.5|Benign/Borderline|23172|216055494|Male and Female|Tumors of the Meninges|2006|10.6|10.9|10.7
20+|0.2|0.2|0.2|Malignant|470|216055494|Male and Female|Tumors of the Meninges|2006|0.2|0.2|0.2
20+|10.6|10.9|10.8|Benign/Borderline|24089|218481776|Male and Female|Tumors of the Meninges|2007|10.9|11.2|11.0
20+|0.2|0.3|0.2|Malignant|523|218481776|Male and Female|Tumors of the Meninges|2007|0.2|0.3|0.2
20+|11.2|11.5|11.3|Benign/Borderline|25834|220975702|Male and Female|Tumors of the Meninges|2008|11.5|11.8|11.7
20+|0.2|0.2|0.2|Malignant|461|220975702|Male and Female|Tumors of the Meninges|2008|0.2|0.2|0.2
20+|11.8|12.1|12.0|Benign/Borderline|27723|223491138|Male and Female|Tumors of the Meninges|2009|12.3|12.6|12.4
20+|0.2|0.2|0.2|Malignant|424|223491138|Male and Female|Tumors of the Meninges|2009|0.2|0.2|0.2
20+|11.4|11.5|11.5|Benign/Borderline|136937|1134334364|Male and Female|Tumors of the Meninges|2009-2013|12.0|12.1|12.1
20+|0.2|0.2|0.2|Malignant|2052|1134334364|Male and Female|Tumors of the Meninges|2009-2013|0.2|0.2|0.2
20+|11.3|11.6|11.5|Benign/Borderline|27086|226161626|Male and Female|Tumors of the Meninges|2010|11.8|12.1|12.0
20+|0.1|0.2|0.2|Malignant|390|226161626|Male and Female|Tumors of the Meninges|2010|0.2|0.2|0.2
20+|11.3|11.6|11.4|Benign/Borderline|27281|226887549|Male and Female|Tumors of the Meninges|2011|11.9|12.2|12.0
20+|0.1|0.2|0.2|Malignant|391|226887549|Male and Female|Tumors of the Meninges|2011|0.2|0.2|0.2
20+|11.2|11.5|11.3|Benign/Borderline|27583|229577326|Male and Female|Tumors of the Meninges|2012|11.9|12.2|12.0
20+|0.1|0.2|0.2|Malignant|403|229577326|Male and Female|Tumors of the Meninges|2012|0.2|0.2|0.2
20+|11.0|11.3|11.2|Benign/Borderline|27600|232134544|Male and Female|Tumors of the Meninges|2013|11.7|12.0|11.9
20+|0.2|0.2|0.2|Malignant|446|232134544|Male and Female|Tumors of the Meninges|2013|0.2|0.2|0.2
