AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
10-14|2.4|4.0|3.2|65|XI(d) Malignant melanomas|20532350|2011
15-19|9.7|12.5|11.0|237|XI(d) Malignant melanomas|21488176|2011
5-9|1.2|2.4|1.7|34|XI(d) Malignant melanomas|20152486|2011
<1|~|~|~|~|XI(d) Malignant melanomas|3927697|2011
1-4|~|~|~|~|XI(e) Skin carcinomas|16014788|2011
10-14|~|~|~|~|XI(e) Skin carcinomas|20532350|2011
15-19|~|~|~|~|XI(e) Skin carcinomas|21488176|2011
5-9|~|~|~|~|XI(e) Skin carcinomas|20152486|2011
<1|~|~|~|~|XI(e) Skin carcinomas|3927697|2011
1-4|~|~|~|~|XI(f) Other and unspecified carcinomas|16014788|2011
10-14|3.1|4.9|3.9|81|XI(f) Other and unspecified carcinomas|20532350|2011
15-19|11.1|14.1|12.5|269|XI(f) Other and unspecified carcinomas|21488176|2011
5-9|0.5|1.4|0.9|18|XI(f) Other and unspecified carcinomas|20152486|2011
<1|~|~|~|~|XI(f) Other and unspecified carcinomas|3927697|2011
1-4|~|~|~|~|XII Other and unspecified malignant neoplasms|16014788|2011
10-14|~|~|~|~|XII Other and unspecified malignant neoplasms|20532350|2011
15-19|0.5|1.3|0.8|18|XII Other and unspecified malignant neoplasms|21488176|2011
5-9|~|~|~|~|XII Other and unspecified malignant neoplasms|20152486|2011
<1|~|~|~|~|XII Other and unspecified malignant neoplasms|3927697|2011
1-4|~|~|~|~|XII(a) Other specified malignant tumors|16014788|2011
10-14|~|~|~|~|XII(a) Other specified malignant tumors|20532350|2011
15-19|~|~|~|~|XII(a) Other specified malignant tumors|21488176|2011
5-9|~|~|~|~|XII(a) Other specified malignant tumors|20152486|2011
<1|~|~|~|~|XII(a) Other specified malignant tumors|3927697|2011
1-4|~|~|~|~|XII(b) Other unspecified malignant tumors|16014788|2011
10-14|~|~|~|~|XII(b) Other unspecified malignant tumors|20532350|2011
15-19|~|~|~|~|XII(b) Other unspecified malignant tumors|21488176|2011
5-9|~|~|~|~|XII(b) Other unspecified malignant tumors|20152486|2011
<1|~|~|~|~|XII(b) Other unspecified malignant tumors|3927697|2011
1-4|225.0|240.0|232.4|3697|All ICCC Groups Combined|15908086|2012
10-14|136.4|146.7|141.5|2899|All ICCC Groups Combined|20489916|2012
15-19|222.0|234.9|228.4|4843|All ICCC Groups Combined|21202333|2012
5-9|118.4|128.1|123.2|2499|All ICCC Groups Combined|20286849|2012
<1|249.7|282.3|265.7|1034|All ICCC Groups Combined|3892323|2012
1-4|87.4|96.9|92.0|1464|I Leukemias, myeloproliferative & myelodysplastic diseases|15908086|2012
10-14|29.4|34.3|31.8|651|I Leukemias, myeloproliferative & myelodysplastic diseases|20489916|2012
15-19|30.7|35.7|33.1|702|I Leukemias, myeloproliferative & myelodysplastic diseases|21202333|2012
5-9|38.5|44.2|41.3|837|I Leukemias, myeloproliferative & myelodysplastic diseases|20286849|2012
<1|44.0|58.5|50.9|198|I Leukemias, myeloproliferative & myelodysplastic diseases|3892323|2012
1-4|72.4|81.1|76.7|1220|I(a) Lymphoid leukemias|15908086|2012
10-14|19.3|23.3|21.2|435|I(a) Lymphoid leukemias|20489916|2012
15-19|14.1|17.5|15.8|334|I(a) Lymphoid leukemias|21202333|2012
5-9|31.5|36.6|34.0|689|I(a) Lymphoid leukemias|20286849|2012
<1|15.6|24.7|19.8|77|I(a) Lymphoid leukemias|3892323|2012
1-4|8.8|12.1|10.4|165|I(b) Acute myeloid leukemias|15908086|2012
10-14|4.9|7.1|5.9|121|I(b) Acute myeloid leukemias|20489916|2012
15-19|8.7|11.4|10.0|211|I(b) Acute myeloid leukemias|21202333|2012
5-9|3.6|5.5|4.4|90|I(b) Acute myeloid leukemias|20286849|2012
<1|10.9|18.7|14.4|56|I(b) Acute myeloid leukemias|3892323|2012
1-4|0.6|1.6|1.0|16|I(c) Chronic myeloproliferative diseases|15908086|2012
10-14|1.5|2.8|2.1|43|I(c) Chronic myeloproliferative diseases|20489916|2012
15-19|3.7|5.5|4.5|96|I(c) Chronic myeloproliferative diseases|21202333|2012
5-9|~|~|~|~|I(c) Chronic myeloproliferative diseases|20286849|2012
<1|2.9|7.6|4.9|19|I(c) Chronic myeloproliferative diseases|3892323|2012
1-4|1.0|2.3|1.6|25|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|15908086|2012
10-14|0.8|1.8|1.2|25|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20489916|2012
15-19|0.6|1.5|1.0|21|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|21202333|2012
5-9|0.5|1.3|0.8|16|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20286849|2012
<1|5.8|11.9|8.5|33|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|3892323|2012
1-4|1.7|3.3|2.4|38|I(e) Unspecified and other specified leukemias|15908086|2012
10-14|0.9|1.9|1.3|27|I(e) Unspecified and other specified leukemias|20489916|2012
15-19|1.3|2.6|1.9|40|I(e) Unspecified and other specified leukemias|21202333|2012
5-9|0.9|1.9|1.3|27|I(e) Unspecified and other specified leukemias|20286849|2012
<1|~|~|~|~|I(e) Unspecified and other specified leukemias|3892323|2012
1-4|14.1|18.1|16.0|254|II Lymphomas and reticuloendothelial neoplasms|15908086|2012
10-14|26.6|31.3|28.9|592|II Lymphomas and reticuloendothelial neoplasms|20489916|2012
15-19|50.9|57.2|54.0|1144|II Lymphomas and reticuloendothelial neoplasms|21202333|2012
5-9|16.0|19.7|17.7|360|II Lymphomas and reticuloendothelial neoplasms|20286849|2012
<1|16.3|25.6|20.6|80|II Lymphomas and reticuloendothelial neoplasms|3892323|2012
1-4|0.8|2.0|1.3|21|II(a) Hodgkin lymphomas|15908086|2012
10-14|10.9|14.0|12.4|254|II(a) Hodgkin lymphomas|20489916|2012
15-19|30.1|35.0|32.5|689|II(a) Hodgkin lymphomas|21202333|2012
5-9|2.5|4.1|3.3|66|II(a) Hodgkin lymphomas|20286849|2012
<1|~|~|~|~|II(a) Hodgkin lymphomas|3892323|2012
1-4|3.5|5.6|4.5|71|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|15908086|2012
10-14|9.2|12.0|10.5|216|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20489916|2012
15-19|14.9|18.4|16.6|352|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|21202333|2012
5-9|5.9|8.3|7.0|143|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20286849|2012
<1|2.5|7.0|4.4|17|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|3892323|2012
1-4|1.3|2.7|1.9|30|II(c) Burkitt lymphoma|15908086|2012
10-14|1.8|3.2|2.4|49|II(c) Burkitt lymphoma|20489916|2012
15-19|1.7|3.0|2.3|48|II(c) Burkitt lymphoma|21202333|2012
5-9|2.3|3.9|3.0|61|II(c) Burkitt lymphoma|20286849|2012
<1|~|~|~|~|II(c) Burkitt lymphoma|3892323|2012
1-4|6.7|9.6|8.0|128|II(d) Miscellaneous lymphoreticular neoplasms|15908086|2012
10-14|2.4|3.9|3.1|63|II(d) Miscellaneous lymphoreticular neoplasms|20489916|2012
15-19|1.4|2.6|1.9|41|II(d) Miscellaneous lymphoreticular neoplasms|21202333|2012
5-9|3.2|5.0|4.0|82|II(d) Miscellaneous lymphoreticular neoplasms|20286849|2012
<1|12.2|20.4|15.9|62|II(d) Miscellaneous lymphoreticular neoplasms|3892323|2012
1-4|~|~|~|~|II(e) Unspecified lymphomas|15908086|2012
10-14|~|~|~|~|II(e) Unspecified lymphomas|20489916|2012
15-19|~|~|~|~|II(e) Unspecified lymphomas|21202333|2012
5-9|~|~|~|~|II(e) Unspecified lymphomas|20286849|2012
<1|~|~|~|~|II(e) Unspecified lymphomas|3892323|2012
1-4|43.8|50.6|47.1|749|III CNS and misc intracranial and intraspinal neoplasms|15908086|2012
10-14|24.7|29.3|26.9|552|III CNS and misc intracranial and intraspinal neoplasms|20489916|2012
15-19|20.2|24.3|22.2|470|III CNS and misc intracranial and intraspinal neoplasms|21202333|2012
5-9|30.2|35.2|32.6|662|III CNS and misc intracranial and intraspinal neoplasms|20286849|2012
<1|28.6|40.5|34.2|133|III CNS and misc intracranial and intraspinal neoplasms|3892323|2012
1-4|3.8|6.0|4.8|76|III(a) Ependymomas and choroid plexus tumor|15908086|2012
10-14|1.3|2.5|1.9|38|III(a) Ependymomas and choroid plexus tumor|20489916|2012
15-19|1.3|2.5|1.8|39|III(a) Ependymomas and choroid plexus tumor|21202333|2012
5-9|1.5|2.7|2.0|41|III(a) Ependymomas and choroid plexus tumor|20286849|2012
<1|4.0|9.2|6.2|24|III(a) Ependymomas and choroid plexus tumor|3892323|2012
1-4|20.4|25.2|22.7|361|III(b) Astrocytomas|15908086|2012
10-14|14.0|17.5|15.7|322|III(b) Astrocytomas|20489916|2012
15-19|11.3|14.3|12.7|270|III(b) Astrocytomas|21202333|2012
5-9|16.0|19.7|17.8|361|III(b) Astrocytomas|20286849|2012
<1|10.4|18.1|13.9|54|III(b) Astrocytomas|3892323|2012
1-4|10.2|13.6|11.8|188|III(c) Intracranial and intraspinal embryonal tumors|15908086|2012
10-14|2.9|4.6|3.7|75|III(c) Intracranial and intraspinal embryonal tumors|20489916|2012
15-19|1.4|2.6|1.9|41|III(c) Intracranial and intraspinal embryonal tumors|21202333|2012
5-9|5.3|7.6|6.4|129|III(c) Intracranial and intraspinal embryonal tumors|20286849|2012
<1|8.2|15.2|11.3|44|III(c) Intracranial and intraspinal embryonal tumors|3892323|2012
1-4|4.8|7.3|6.0|95|III(d) Other gliomas|15908086|2012
10-14|3.8|5.8|4.7|97|III(d) Other gliomas|20489916|2012
15-19|3.9|5.8|4.8|101|III(d) Other gliomas|21202333|2012
5-9|4.6|6.7|5.6|113|III(d) Other gliomas|20286849|2012
<1|~|~|~|~|III(d) Other gliomas|3892323|2012
1-4|0.6|1.7|1.1|17|III(e) Other specified intracranial & intraspinal neoplasms|15908086|2012
10-14|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20489916|2012
15-19|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|21202333|2012
5-9|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20286849|2012
<1|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|3892323|2012
1-4|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|15908086|2012
10-14|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20489916|2012
15-19|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|21202333|2012
5-9|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20286849|2012
<1|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|3892323|2012
1-4|20.8|25.6|23.1|367|IV Neuroblastoma and other peripheral nervous cell tumors|15908086|2012
10-14|1.1|2.3|1.6|33|IV Neuroblastoma and other peripheral nervous cell tumors|20489916|2012
15-19|0.5|1.3|0.8|18|IV Neuroblastoma and other peripheral nervous cell tumors|21202333|2012
5-9|2.8|4.5|3.6|73|IV Neuroblastoma and other peripheral nervous cell tumors|20286849|2012
<1|47.4|62.3|54.5|212|IV Neuroblastoma and other peripheral nervous cell tumors|3892323|2012
1-4|20.6|25.4|22.9|364|IV(a) Neuroblastoma and ganglioneuroblastoma|15908086|2012
10-14|0.9|1.9|1.3|27|IV(a) Neuroblastoma and ganglioneuroblastoma|20489916|2012
15-19|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|21202333|2012
5-9|2.6|4.3|3.4|69|IV(a) Neuroblastoma and ganglioneuroblastoma|20286849|2012
<1|47.4|62.3|54.5|212|IV(a) Neuroblastoma and ganglioneuroblastoma|3892323|2012
1-4|~|~|~|~|IV(b) Other peripheral nervous cell tumors|15908086|2012
10-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20489916|2012
15-19|~|~|~|~|IV(b) Other peripheral nervous cell tumors|21202333|2012
5-9|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20286849|2012
<1|~|~|~|~|IV(b) Other peripheral nervous cell tumors|3892323|2012
1-4|10.0|13.4|11.6|184|IX Soft tissue and other extraosseous sarcomas|15908086|2012
10-14|10.2|13.2|11.6|238|IX Soft tissue and other extraosseous sarcomas|20489916|2012
15-19|12.1|15.3|13.7|290|IX Soft tissue and other extraosseous sarcomas|21202333|2012
5-9|7.2|9.7|8.4|170|IX Soft tissue and other extraosseous sarcomas|20286849|2012
<1|14.0|22.7|18.0|70|IX Soft tissue and other extraosseous sarcomas|3892323|2012
1-4|6.4|9.2|7.7|123|IX(a) Rhabdomyosarcomas|15908086|2012
10-14|2.7|4.4|3.5|72|IX(a) Rhabdomyosarcomas|20489916|2012
15-19|2.4|4.0|3.1|66|IX(a) Rhabdomyosarcomas|21202333|2012
5-9|3.5|5.3|4.3|88|IX(a) Rhabdomyosarcomas|20286849|2012
<1|3.1|7.9|5.1|20|IX(a) Rhabdomyosarcomas|3892323|2012
1-4|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|15908086|2012
10-14|0.8|1.8|1.2|25|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20489916|2012
15-19|1.0|2.1|1.5|32|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|21202333|2012
5-9|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20286849|2012
<1|3.3|8.2|5.4|21|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|3892323|2012
1-4|~|~|~|~|IX(c) Kaposi sarcoma|15908086|2012
10-14|~|~|~|~|IX(c) Kaposi sarcoma|20489916|2012
15-19|~|~|~|~|IX(c) Kaposi sarcoma|21202333|2012
5-9|~|~|~|~|IX(c) Kaposi sarcoma|20286849|2012
<1|~|~|~|~|IX(c) Kaposi sarcoma|3892323|2012
1-4|1.5|3.0|2.1|34|IX(d) Other specified soft tissue sarcomas|15908086|2012
10-14|4.2|6.3|5.2|106|IX(d) Other specified soft tissue sarcomas|20489916|2012
15-19|5.9|8.2|7.0|148|IX(d) Other specified soft tissue sarcomas|21202333|2012
5-9|1.8|3.2|2.5|50|IX(d) Other specified soft tissue sarcomas|20286849|2012
<1|4.0|9.2|6.2|24|IX(d) Other specified soft tissue sarcomas|3892323|2012
1-4|0.6|1.7|1.1|17|IX(e) Unspecified soft tissue sarcomas|15908086|2012
10-14|1.1|2.3|1.7|34|IX(e) Unspecified soft tissue sarcomas|20489916|2012
15-19|1.4|2.6|1.9|41|IX(e) Unspecified soft tissue sarcomas|21202333|2012
5-9|0.5|1.4|0.9|18|IX(e) Unspecified soft tissue sarcomas|20286849|2012
<1|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|3892323|2012
1-4|~|~|~|~|Not classified by ICCC|15908086|2012
10-14|~|~|~|~|Not classified by ICCC|20489916|2012
15-19|~|~|~|~|Not classified by ICCC|21202333|2012
5-9|~|~|~|~|Not classified by ICCC|20286849|2012
<1|~|~|~|~|Not classified by ICCC|3892323|2012
1-4|6.7|9.6|8.0|128|V Retinoblastoma|15908086|2012
10-14|~|~|~|~|V Retinoblastoma|20489916|2012
15-19|~|~|~|~|V Retinoblastoma|21202333|2012
5-9|~|~|~|~|V Retinoblastoma|20286849|2012
<1|27.2|38.8|32.6|127|V Retinoblastoma|3892323|2012
1-4|17.6|22.0|19.7|314|VI Renal tumors|15908086|2012
10-14|1.1|2.2|1.6|32|VI Renal tumors|20489916|2012
15-19|1.8|3.2|2.5|52|VI Renal tumors|21202333|2012
5-9|4.5|6.6|5.5|112|VI Renal tumors|20286849|2012
<1|12.2|20.4|15.9|62|VI Renal tumors|3892323|2012
1-4|17.3|21.7|19.4|309|VI(a) Nephroblastoma and other nonepithelial renal tumors|15908086|2012
10-14|0.6|1.6|1.0|21|VI(a) Nephroblastoma and other nonepithelial renal tumors|20489916|2012
15-19|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|21202333|2012
5-9|4.2|6.3|5.2|105|VI(a) Nephroblastoma and other nonepithelial renal tumors|20286849|2012
<1|11.8|19.8|15.4|60|VI(a) Nephroblastoma and other nonepithelial renal tumors|3892323|2012
1-4|~|~|~|~|VI(b) Renal carcinomas|15908086|2012
10-14|~|~|~|~|VI(b) Renal carcinomas|20489916|2012
15-19|1.4|2.6|1.9|41|VI(b) Renal carcinomas|21202333|2012
5-9|~|~|~|~|VI(b) Renal carcinomas|20286849|2012
<1|~|~|~|~|VI(b) Renal carcinomas|3892323|2012
1-4|~|~|~|~|VI(c) Unspecified malignant renal tumors|15908086|2012
10-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|20489916|2012
15-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|21202333|2012
5-9|~|~|~|~|VI(c) Unspecified malignant renal tumors|20286849|2012
<1|~|~|~|~|VI(c) Unspecified malignant renal tumors|3892323|2012
1-4|5.9|8.5|7.1|113|VII Hepatic tumors|15908086|2012
10-14|0.7|1.6|1.1|22|VII Hepatic tumors|20489916|2012
15-19|0.7|1.7|1.1|24|VII Hepatic tumors|21202333|2012
5-9|0.5|1.3|0.8|16|VII Hepatic tumors|20286849|2012
<1|9.8|17.2|13.1|51|VII Hepatic tumors|3892323|2012
1-4|5.6|8.2|6.8|108|VII(a) Hepatoblastoma|15908086|2012
10-14|~|~|~|~|VII(a) Hepatoblastoma|20489916|2012
15-19|~|~|~|~|VII(a) Hepatoblastoma|21202333|2012
5-9|~|~|~|~|VII(a) Hepatoblastoma|20286849|2012
<1|9.3|16.6|12.6|49|VII(a) Hepatoblastoma|3892323|2012
1-4|~|~|~|~|VII(b) Hepatic carcinomas|15908086|2012
10-14|~|~|~|~|VII(b) Hepatic carcinomas|20489916|2012
15-19|0.7|1.6|1.1|23|VII(b) Hepatic carcinomas|21202333|2012
5-9|~|~|~|~|VII(b) Hepatic carcinomas|20286849|2012
<1|~|~|~|~|VII(b) Hepatic carcinomas|3892323|2012
1-4|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|15908086|2012
10-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20489916|2012
15-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|21202333|2012
5-9|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20286849|2012
<1|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|3892323|2012
1-4|1.0|2.2|1.5|24|VIII Malignant bone tumors|15908086|2012
10-14|13.0|16.3|14.6|299|VIII Malignant bone tumors|20489916|2012
15-19|12.5|15.8|14.1|299|VIII Malignant bone tumors|21202333|2012
5-9|4.5|6.5|5.4|110|VIII Malignant bone tumors|20286849|2012
<1|~|~|~|~|VIII Malignant bone tumors|3892323|2012
1-4|~|~|~|~|VIII(a) Osteosarcomas|15908086|2012
10-14|8.5|11.2|9.8|200|VIII(a) Osteosarcomas|20489916|2012
15-19|6.5|8.9|7.6|162|VIII(a) Osteosarcomas|21202333|2012
5-9|2.2|3.8|2.9|59|VIII(a) Osteosarcomas|20286849|2012
<1|~|~|~|~|VIII(a) Osteosarcomas|3892323|2012
1-4|~|~|~|~|VIII(b) Chondrosarcomas|15908086|2012
10-14|~|~|~|~|VIII(b) Chondrosarcomas|20489916|2012
15-19|0.4|1.2|0.8|16|VIII(b) Chondrosarcomas|21202333|2012
5-9|~|~|~|~|VIII(b) Chondrosarcomas|20286849|2012
<1|~|~|~|~|VIII(b) Chondrosarcomas|3892323|2012
1-4|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|15908086|2012
10-14|3.1|4.9|3.9|80|VIII(c) Ewing tumor and related sarcomas of bone|20489916|2012
15-19|3.6|5.5|4.5|95|VIII(c) Ewing tumor and related sarcomas of bone|21202333|2012
5-9|1.3|2.6|1.9|38|VIII(c) Ewing tumor and related sarcomas of bone|20286849|2012
<1|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|3892323|2012
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|15908086|2012
10-14|~|~|~|~|VIII(d) Other specified malignant bone tumors|20489916|2012
15-19|~|~|~|~|VIII(d) Other specified malignant bone tumors|21202333|2012
5-9|~|~|~|~|VIII(d) Other specified malignant bone tumors|20286849|2012
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|3892323|2012
1-4|~|~|~|~|VIII(e) Unspecified malignant bone tumors|15908086|2012
10-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20489916|2012
15-19|~|~|~|~|VIII(e) Unspecified malignant bone tumors|21202333|2012
5-9|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20286849|2012
<1|~|~|~|~|VIII(e) Unspecified malignant bone tumors|3892323|2012
1-4|2.1|3.8|2.8|45|X Germ cell, trophoblastic tumors & neoplasms of gonads|15908086|2012
10-14|6.0|8.3|7.1|145|X Germ cell, trophoblastic tumors & neoplasms of gonads|20489916|2012
15-19|28.3|33.1|30.6|649|X Germ cell, trophoblastic tumors & neoplasms of gonads|21202333|2012
5-9|1.7|3.0|2.3|46|X Germ cell, trophoblastic tumors & neoplasms of gonads|20286849|2012
<1|14.2|23.0|18.2|71|X Germ cell, trophoblastic tumors & neoplasms of gonads|3892323|2012
1-4|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|15908086|2012
10-14|1.9|3.3|2.5|52|X(a) Intracranial & intraspinal germ cell tumors|20489916|2012
15-19|1.5|2.8|2.1|45|X(a) Intracranial & intraspinal germ cell tumors|21202333|2012
5-9|0.6|1.6|1.0|21|X(a) Intracranial & intraspinal germ cell tumors|20286849|2012
<1|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|3892323|2012
1-4|0.9|2.1|1.4|22|X(b) Malignant extracranial & extragonadal germ cell tumors|15908086|2012
10-14|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20489916|2012
15-19|1.6|2.9|2.2|47|X(b) Malignant extracranial & extragonadal germ cell tumors|21202333|2012
5-9|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20286849|2012
<1|9.8|17.2|13.1|51|X(b) Malignant extracranial & extragonadal germ cell tumors|3892323|2012
1-4|0.6|1.7|1.1|17|X(c) Malignant gonadal germ cell tumors|15908086|2012
10-14|2.7|4.3|3.4|70|X(c) Malignant gonadal germ cell tumors|20489916|2012
15-19|21.9|26.1|24.0|508|X(c) Malignant gonadal germ cell tumors|21202333|2012
5-9|0.6|1.6|1.0|21|X(c) Malignant gonadal germ cell tumors|20286849|2012
<1|~|~|~|~|X(c) Malignant gonadal germ cell tumors|3892323|2012
1-4|~|~|~|~|X(d) Gonadal carcinomas|15908086|2012
10-14|~|~|~|~|X(d) Gonadal carcinomas|20489916|2012
15-19|1.0|2.1|1.5|31|X(d) Gonadal carcinomas|21202333|2012
5-9|~|~|~|~|X(d) Gonadal carcinomas|20286849|2012
<1|~|~|~|~|X(d) Gonadal carcinomas|3892323|2012
1-4|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|15908086|2012
10-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20489916|2012
15-19|0.5|1.3|0.8|18|X(e) Other and unspecified malignant gonadal tumors|21202333|2012
5-9|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20286849|2012
<1|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|3892323|2012
1-4|1.4|2.8|2.0|32|XI Other malignant epithelial neoplasms and malignant melanomas|15908086|2012
10-14|13.8|17.3|15.5|317|XI Other malignant epithelial neoplasms and malignant melanomas|20489916|2012
15-19|51.5|57.9|54.6|1158|XI Other malignant epithelial neoplasms and malignant melanomas|21202333|2012
5-9|3.9|5.9|4.8|98|XI Other malignant epithelial neoplasms and malignant melanomas|20286849|2012
<1|2.7|7.3|4.6|18|XI Other malignant epithelial neoplasms and malignant melanomas|3892323|2012
1-4|~|~|~|~|XI(a) Adrenocortical carcinomas|15908086|2012
10-14|~|~|~|~|XI(a) Adrenocortical carcinomas|20489916|2012
15-19|~|~|~|~|XI(a) Adrenocortical carcinomas|21202333|2012
5-9|~|~|~|~|XI(a) Adrenocortical carcinomas|20286849|2012
<1|~|~|~|~|XI(a) Adrenocortical carcinomas|3892323|2012
1-4|~|~|~|~|XI(b) Thyroid carcinomas|15908086|2012
10-14|6.8|9.3|8.0|163|XI(b) Thyroid carcinomas|20489916|2012
