"","EdiblePoisonous","CapShape","CapSurface","CapColor","Odor","GrowsIn"
"7176","Poisonous","Flat","Scaly","Brown","Spicy","leaves"
"7177","Edible","Convex","Smooth","Brown","None","leaves"
"7178","Poisonous","Knobbed","Smooth","Brown","Foul","leaves"
"7179","Poisonous","Knobbed","Smooth","Brown","Foul","woods"
"7180","Poisonous","Knobbed","Smooth","Brown","Spicy","paths"
"7181","Poisonous","Knobbed","Smooth","Brown","Spicy","paths"
"7182","Edible","Flat","Scaly","Cinnamon","None","paths"
"7183","Edible","Flat","Smooth","Brown","None","leaves"
"7184","Edible","Bell","Smooth","White","None","grasses"
"7185","Poisonous","Knobbed","Smooth","Red","Spicy","paths"
"7186","Edible","Bell","Smooth","Gray","None","grasses"
"7187","Poisonous","Knobbed","Scaly","Red","Fishy","paths"
"7188","Poisonous","Knobbed","Scaly","Brown","Spicy","woods"
"7189","Edible","Convex","Smooth","Brown","None","leaves"
"7190","Poisonous","Convex","Smooth","Red","Fishy","paths"
"7191","Poisonous","Convex","Smooth","Brown","Foul","woods"
"7192","Poisonous","Flat","Smooth","Red","Fishy","leaves"
"7193","Poisonous","Flat","Scaly","Red","Spicy","paths"
"7194","Poisonous","Convex","Scaly","Red","Spicy","paths"
"7195","Poisonous","Knobbed","Smooth","Red","Foul","woods"
"7196","Edible","Knobbed","Scaly","Brown","None","woods"
"7197","Poisonous","Flat","Smooth","Red","Foul","woods"
"7198","Poisonous","Knobbed","Smooth","Brown","Spicy","paths"
"7199","Poisonous","Flat","Scaly","Brown","Fishy","paths"
"7200","Poisonous","Flat","Smooth","Red","Foul","woods"
"7201","Edible","Knobbed","Fibrous","Gray","None","grasses"
"7202","Poisonous","Knobbed","Smooth","Brown","Foul","woods"
"7203","Edible","Bell","Fibrous","White","None","grasses"
"7204","Poisonous","Knobbed","Smooth","Red","Fishy","leaves"
"7205","Edible","Convex","Smooth","Gray","None","grasses"
"7206","Edible","Knobbed","Smooth","Brown","None","leaves"
"7207","Poisonous","Knobbed","Smooth","Red","Foul","paths"
"7208","Poisonous","Knobbed","Scaly","Brown","Foul","leaves"
"7209","Edible","Knobbed","Fibrous","Gray","None","grasses"
"7210","Poisonous","Convex","Smooth","Brown","Fishy","leaves"
"7211","Poisonous","Knobbed","Scaly","Brown","Spicy","leaves"
"7212","Edible","Convex","Fibrous","White","None","grasses"
"7213","Poisonous","Knobbed","Scaly","Red","Foul","paths"
"7214","Poisonous","Knobbed","Smooth","Red","Foul","leaves"
"7215","Poisonous","Knobbed","Smooth","Red","Foul","leaves"
"7216","Poisonous","Knobbed","Scaly","Red","Spicy","paths"
"7217","Poisonous","Knobbed","Scaly","Brown","Spicy","paths"
"7218","Edible","Knobbed","Smooth","Gray","None","grasses"
"7219","Poisonous","Knobbed","Scaly","Brown","Foul","paths"
"7220","Poisonous","Knobbed","Smooth","Red","Foul","leaves"
"7221","Edible","Convex","Smooth","Gray","None","grasses"
"7222","Edible","Flat","Smooth","Brown","None","leaves"
"7223","Edible","Knobbed","Smooth","Gray","None","grasses"
"7224","Poisonous","Convex","Smooth","Red","Spicy","paths"
"7225","Poisonous","Knobbed","Smooth","Brown","Foul","woods"
"7226","Poisonous","Knobbed","Smooth","Brown","Spicy","paths"
"7227","Edible","Convex","Smooth","Gray","None","grasses"
"7228","Poisonous","Knobbed","Scaly","Red","Spicy","paths"
"7229","Edible","Flat","Smooth","Brown","None","leaves"
"7230","Edible","Knobbed","Smooth","White","None","grasses"
"7231","Poisonous","Flat","Scaly","Red","Musty","woods"
"7232","Edible","Bell","Smooth","Gray","None","grasses"
"7233","Poisonous","Flat","Scaly","Brown","Fishy","paths"
"7234","Edible","Bell","Smooth","Brown","None","leaves"
"7235","Edible","Bell","Smooth","Gray","None","grasses"
"7236","Edible","Knobbed","Smooth","Brown","None","leaves"
"7237","Edible","Bell","Smooth","Gray","None","grasses"
"7238","Poisonous","Knobbed","Smooth","Brown","Foul","leaves"
"7239","Poisonous","Knobbed","Scaly","Brown","Fishy","paths"
"7240","Edible","Flat","Smooth","Brown","None","leaves"
"7241","Poisonous","Knobbed","Smooth","Red","Fishy","paths"
"7242","Poisonous","Flat","Smooth","Red","Fishy","paths"
"7243","Poisonous","Knobbed","Smooth","Brown","Fishy","leaves"
"7244","Poisonous","Knobbed","Smooth","Brown","Spicy","leaves"
"7245","Edible","Bell","Smooth","Brown","None","leaves"
"7246","Edible","Knobbed","Fibrous","Gray","None","grasses"
"7247","Edible","Bell","Smooth","Brown","None","leaves"
"7248","Poisonous","Knobbed","Smooth","Brown","Spicy","leaves"
"7249","Poisonous","Knobbed","Scaly","Red","Spicy","leaves"
"7250","Poisonous","Knobbed","Scaly","Red","Fishy","paths"
"7251","Poisonous","Knobbed","Smooth","Brown","Fishy","leaves"
"7252","Edible","Flat","Smooth","Brown","None","leaves"
"7253","Poisonous","Knobbed","Smooth","Red","Fishy","woods"
"7254","Edible","Convex","Smooth","Brown","None","leaves"
"7255","Poisonous","Knobbed","Smooth","Brown","Fishy","woods"
"7256","Edible","Knobbed","Smooth","White","None","grasses"
"7257","Poisonous","Knobbed","Scaly","Red","Foul","woods"
"7258","Poisonous","Knobbed","Scaly","Brown","Foul","woods"
"7259","Edible","Knobbed","Fibrous","Gray","None","grasses"
"7260","Poisonous","Flat","Smooth","Brown","Fishy","paths"
"7261","Edible","Convex","Smooth","Gray","None","grasses"
"7262","Poisonous","Knobbed","Scaly","Brown","Foul","paths"
"7263","Poisonous","Flat","Smooth","Red","Foul","woods"
"7264","Edible","Convex","Fibrous","White","None","grasses"
"7265","Poisonous","Knobbed","Scaly","Brown","Spicy","leaves"
"7266","Poisonous","Flat","Scaly","Brown","Musty","woods"
"7267","Edible","Bell","Fibrous","Gray","None","grasses"
"7268","Poisonous","Knobbed","Scaly","Red","Fishy","paths"
"7269","Poisonous","Convex","Scaly","Red","Spicy","woods"
"7270","Poisonous","Knobbed","Smooth","Red","Fishy","leaves"
"7271","Edible","Knobbed","Fibrous","Gray","None","grasses"
"7272","Edible","Knobbed","Fibrous","White","None","grasses"
"7273","Poisonous","Knobbed","Scaly","Red","Spicy","woods"
"7274","Edible","Knobbed","Smooth","Gray","None","grasses"
"7275","Poisonous","Knobbed","Smooth","Brown","Foul","woods"
"7276","Poisonous","Knobbed","Scaly","Brown","Fishy","leaves"
"7277","Edible","Knobbed","Smooth","White","None","grasses"
"7278","Poisonous","Knobbed","Scaly","Red","Fishy","leaves"
"7279","Edible","Bell","Smooth","White","None","grasses"
"7280","Poisonous","Knobbed","Smooth","Brown","Fishy","woods"
"7281","Edible","Convex","Smooth","White","None","grasses"
"7282","Edible","Bell","Smooth","Brown","None","leaves"
"7283","Poisonous","Knobbed","Smooth","Brown","Spicy","woods"
"7284","Poisonous","Knobbed","Scaly","Red","Foul","paths"
"7285","Edible","Convex","Fibrous","White","None","grasses"
"7286","Poisonous","Convex","Scaly","Red","Musty","woods"
"7287","Poisonous","Knobbed","Smooth","Red","Fishy","paths"
"7288","Poisonous","Knobbed","Smooth","Brown","Foul","leaves"
"7289","Poisonous","Knobbed","Scaly","Brown","Fishy","paths"
"7290","Poisonous","Knobbed","Smooth","Red","Foul","woods"
"7291","Edible","Knobbed","Smooth","Brown","None","leaves"
"7292","Poisonous","Knobbed","Scaly","Brown","Foul","leaves"
"7293","Edible","Flat","Scaly","Brown","None","woods"
"7294","Edible","Knobbed","Smooth","Gray","None","grasses"
"7295","Poisonous","Flat","Scaly","Red","Fishy","leaves"
"7296","Poisonous","Knobbed","Scaly","Yellow","None","leaves"
"7297","Poisonous","Knobbed","Scaly","Red","Fishy","paths"
"7298","Poisonous","Knobbed","Smooth","Red","Spicy","leaves"
"7299","Poisonous","Knobbed","Scaly","Red","Spicy","leaves"
"7300","Edible","Bell","Smooth","Brown","None","leaves"
"7301","Edible","Convex","Smooth","Gray","None","paths"
"7302","Edible","Knobbed","Smooth","Gray","None","grasses"
"7303","Poisonous","Flat","Scaly","Red","Spicy","paths"
"7304","Poisonous","Knobbed","Smooth","Red","Spicy","paths"
"7305","Poisonous","Knobbed","Scaly","Red","Spicy","leaves"
"7306","Edible","Bell","Fibrous","White","None","grasses"
"7307","Edible","Flat","Smooth","Brown","None","leaves"
"7308","Poisonous","Knobbed","Smooth","Brown","Fishy","paths"
"7309","Poisonous","Knobbed","Smooth","Red","Foul","woods"
"7310","Edible","Convex","Fibrous","White","None","grasses"
"7311","Poisonous","Knobbed","Scaly","Red","Fishy","leaves"
"7312","Edible","Convex","Fibrous","White","None","grasses"
"7313","Poisonous","Knobbed","Scaly","Red","Fishy","leaves"
"7314","Poisonous","Knobbed","Scaly","Brown","Spicy","paths"
"7315","Edible","Convex","Smooth","Gray","None","grasses"
"7316","Edible","Convex","Smooth","White","None","grasses"
"7317","Poisonous","Knobbed","Scaly","Brown","Foul","woods"
"7318","Poisonous","Knobbed","Smooth","Brown","Foul","leaves"
"7319","Poisonous","Knobbed","Smooth","Red","Spicy","woods"
"7320","Edible","Bell","Fibrous","White","None","grasses"
"7321","Poisonous","Flat","Smooth","Brown","Foul","paths"
"7322","Poisonous","Knobbed","Smooth","Red","Fishy","woods"
"7323","Poisonous","Knobbed","Smooth","Brown","Foul","leaves"
"7324","Poisonous","Convex","Scaly","Brown","Musty","woods"
"7325","Poisonous","Knobbed","Scaly","Brown","Foul","leaves"
"7326","Edible","Flat","Smooth","Brown","None","leaves"
"7327","Poisonous","Convex","Scaly","Red","Foul","woods"
"7328","Edible","Flat","Smooth","Brown","None","leaves"
"7329","Edible","Bell","Smooth","White","None","grasses"
"7330","Edible","Bell","Smooth","Gray","None","grasses"
"7331","Poisonous","Knobbed","Scaly","Red","Spicy","leaves"
"7332","Poisonous","Knobbed","Smooth","Brown","Fishy","woods"
"7333","Poisonous","Knobbed","Smooth","Red","Foul","paths"
"7334","Poisonous","Knobbed","Smooth","Red","Fishy","woods"
"7335","Edible","Bell","Fibrous","White","None","grasses"
"7336","Edible","Knobbed","Smooth","Gray","None","grasses"
"7337","Poisonous","Flat","Scaly","Red","Musty","woods"
"7338","Poisonous","Knobbed","Scaly","Brown","Foul","woods"
"7339","Poisonous","Knobbed","Scaly","Brown","Foul","paths"
"7340","Poisonous","Flat","Smooth","Red","Fishy","woods"
"7341","Poisonous","Convex","Smooth","Brown","Spicy","woods"
"7342","Poisonous","Knobbed","Scaly","Brown","Spicy","paths"
"7343","Poisonous","Knobbed","Scaly","Cinnamon","Musty","woods"
"7344","Poisonous","Knobbed","Scaly","Brown","Spicy","woods"
"7345","Edible","Knobbed","Smooth","White","None","grasses"
"7346","Poisonous","Flat","Scaly","Brown","Fishy","leaves"
"7347","Edible","Bell","Fibrous","Gray","None","grasses"
"7348","Poisonous","Flat","Smooth","Red","Foul","woods"
"7349","Poisonous","Knobbed","Smooth","Red","Fishy","leaves"
"7350","Edible","Knobbed","Smooth","Gray","None","grasses"
"7351","Edible","Convex","Smooth","Gray","None","grasses"
"7352","Poisonous","Knobbed","Smooth","Red","Fishy","leaves"
"7353","Edible","Knobbed","Smooth","Brown","None","leaves"
"7354","Edible","Flat","Scaly","Pink","None","paths"
"7355","Edible","Bell","Smooth","White","None","grasses"
"7356","Poisonous","Flat","Scaly","Brown","Spicy","leaves"
"7357","Poisonous","Flat","Smooth","Red","Foul","paths"
"7358","Poisonous","Knobbed","Smooth","Red","Foul","leaves"
"7359","Edible","Knobbed","Fibrous","Gray","None","grasses"
"7360","Edible","Convex","Fibrous","White","None","grasses"
"7361","Edible","Convex","Smooth","Cinnamon","None","paths"
"7362","Edible","Knobbed","Fibrous","Gray","None","grasses"
"7363","Poisonous","Knobbed","Smooth","Red","Fishy","leaves"
"7364","Poisonous","Knobbed","Scaly","Red","Fishy","paths"
"7365","Poisonous","Knobbed","Smooth","Brown","Fishy","paths"
"7366","Poisonous","Convex","Scaly","Red","Foul","paths"
"7367","Edible","Knobbed","Smooth","Brown","None","leaves"
"7368","Poisonous","Flat","Scaly","Yellow","None","leaves"
"7369","Poisonous","Convex","Scaly","Cinnamon","Musty","woods"
"7370","Poisonous","Convex","Smooth","Brown","Fishy","woods"
"7371","Edible","Convex","Scaly","Pink","None","paths"
"7372","Poisonous","Knobbed","Scaly","Brown","Spicy","paths"
"7373","Edible","Knobbed","Smooth","Gray","None","grasses"
"7374","Edible","Bell","Smooth","Gray","None","grasses"
"7375","Poisonous","Knobbed","Smooth","Red","Foul","paths"
"7376","Edible","Convex","Smooth","Brown","None","leaves"
"7377","Edible","Bell","Smooth","Brown","None","leaves"
"7378","Edible","Flat","Smooth","Brown","None","paths"
"7379","Edible","Knobbed","Smooth","Gray","None","grasses"
"7380","Poisonous","Flat","Smooth","Brown","Fishy","woods"
"7381","Poisonous","Knobbed","Smooth","Brown","Foul","woods"
"7382","Poisonous","Flat","Scaly","Brown","Spicy","leaves"
"7383","Poisonous","Knobbed","Scaly","Red","Fishy","woods"
"7384","Poisonous","Knobbed","Smooth","Brown","Foul","leaves"
"7385","Poisonous","Knobbed","Smooth","Red","Fishy","paths"
"7386","Edible","Bell","Smooth","White","None","grasses"
"7387","Poisonous","Knobbed","Scaly","Brown","Musty","woods"
"7388","Poisonous","Knobbed","Scaly","Red","Fishy","woods"
"7389","Edible","Knobbed","Smooth","Brown","None","leaves"
"7390","Poisonous","Knobbed","Smooth","Red","Foul","paths"
"7391","Edible","Bell","Smooth","White","None","grasses"
"7392","Edible","Convex","Smooth","Gray","None","grasses"
"7393","Poisonous","Knobbed","Smooth","Brown","Spicy","leaves"
"7394","Poisonous","Knobbed","Scaly","Brown","Fishy","paths"
"7395","Poisonous","Knobbed","Smooth","Brown","Foul","woods"
"7396","Poisonous","Knobbed","Scaly","Red","Foul","paths"
"7397","Poisonous","Knobbed","Smooth","Red","Spicy","leaves"
"7398","Poisonous","Knobbed","Scaly","Brown","Fishy","paths"
"7399","Edible","Bell","Smooth","Gray","None","grasses"
"7400","Poisonous","Knobbed","Scaly","Red","Fishy","paths"
"7401","Edible","Bell","Fibrous","White","None","grasses"
"7402","Poisonous","Conical","Scaly","Yellow","None","leaves"
"7403","Poisonous","Convex","Smooth","Brown","Spicy","paths"
"7404","Poisonous","Knobbed","Scaly","Red","Fishy","leaves"
"7405","Edible","Convex","Smooth","Gray","None","grasses"
"7406","Edible","Bell","Smooth","Brown","None","leaves"
"7407","Poisonous","Knobbed","Scaly","Red","Fishy","leaves"
"7408","Edible","Bell","Smooth","Brown","None","leaves"
"7409","Poisonous","Knobbed","Scaly","Red","Fishy","leaves"
"7410","Poisonous","Knobbed","Scaly","Red","Foul","leaves"
"7411","Poisonous","Knobbed","Smooth","Red","Fishy","paths"
"7412","Edible","Bell","Smooth","Gray","None","grasses"
"7413","Edible","Knobbed","Smooth","Brown","None","leaves"
"7414","Edible","Bell","Smooth","Brown","None","leaves"
"7415","Poisonous","Convex","Smooth","Brown","Foul","woods"
"7416","Edible","Convex","Smooth","Gray","None","paths"
"7417","Edible","Convex","Fibrous","Gray","None","grasses"
"7418","Poisonous","Knobbed","Smooth","Brown","Spicy","leaves"
"7419","Edible","Knobbed","Fibrous","Gray","None","grasses"
"7420","Poisonous","Knobbed","Smooth","Brown","Foul","paths"
"7421","Poisonous","Knobbed","Scaly","Red","Fishy","woods"
"7422","Poisonous","Knobbed","Scaly","Brown","Spicy","woods"
"7423","Edible","Flat","Smooth","Pink","None","paths"
"7424","Poisonous","Knobbed","Scaly","Brown","Foul","woods"
"7425","Poisonous","Knobbed","Scaly","Red","Foul","paths"
"7426","Edible","Flat","Smooth","Brown","None","leaves"
"7427","Poisonous","Knobbed","Scaly","Red","Foul","leaves"
"7428","Poisonous","Knobbed","Scaly","Brown","Fishy","woods"
"7429","Poisonous","Knobbed","Scaly","Brown","Fishy","woods"
"7430","Poisonous","Flat","Scaly","Brown","Spicy","paths"
"7431","Poisonous","Knobbed","Smooth","Red","Foul","paths"
"7432","Poisonous","Knobbed","Scaly","Red","Spicy","leaves"
"7433","Edible","Convex","Smooth","Brown","None","leaves"
"7434","Poisonous","Flat","Smooth","Red","Spicy","paths"
"7435","Edible","Knobbed","Smooth","Gray","None","grasses"
"7436","Poisonous","Knobbed","Smooth","Red","Spicy","leaves"
"7437","Poisonous","Knobbed","Smooth","Red","Fishy","leaves"
"7438","Edible","Flat","Smooth","Brown","None","leaves"
"7439","Poisonous","Knobbed","Smooth","Brown","Spicy","leaves"
"7440","Edible","Convex","Fibrous","Gray","None","grasses"
"7441","Edible","Knobbed","Smooth","Brown","None","leaves"
"7442","Poisonous","Flat","Smooth","Red","Spicy","paths"
"7443","Poisonous","Knobbed","Smooth","Brown","Spicy","woods"
"7444","Edible","Flat","Scaly","Brown","None","paths"
"7445","Edible","Convex","Fibrous","Gray","None","grasses"
"7446","Edible","Knobbed","Smooth","White","None","grasses"
"7447","Edible","Bell","Smooth","Brown","None","leaves"
"7448","Poisonous","Knobbed","Scaly","Red","Spicy","paths"
"7449","Poisonous","Knobbed","Scaly","Red","Fishy","leaves"
"7450","Edible","Knobbed","Scaly","Brown","None","paths"
"7451","Edible","Convex","Fibrous","Gray","None","grasses"
"7452","Poisonous","Knobbed","Smooth","Brown","Foul","paths"
"7453","Poisonous","Knobbed","Scaly","Red","Foul","leaves"
"7454","Poisonous","Knobbed","Scaly","Brown","Foul","woods"
"7455","Poisonous","Flat","Scaly","Brown","Foul","leaves"
"7456","Edible","Flat","Smooth","Brown","None","leaves"
"7457","Poisonous","Flat","Scaly","Red","Foul","woods"
"7458","Poisonous","Knobbed","Smooth","Brown","Spicy","paths"
"7459","Poisonous","Knobbed","Smooth","Brown","Foul","leaves"
"7460","Edible","Bell","Smooth","Brown","None","leaves"
"7461","Edible","Convex","Fibrous","Gray","None","grasses"
"7462","Poisonous","Knobbed","Smooth","Brown","Spicy","paths"
"7463","Poisonous","Knobbed","Scaly","Brown","Foul","paths"
"7464","Edible","Convex","Smooth","Gray","None","grasses"
"7465","Poisonous","Knobbed","Scaly","Brown","Spicy","woods"
"7466","Poisonous","Knobbed","Smooth","Red","Spicy","woods"
"7467","Poisonous","Knobbed","Scaly","Red","Fishy","leaves"
"7468","Edible","Bell","Smooth","Brown","None","leaves"
"7469","Edible","Bell","Smooth","Gray","None","grasses"
"7470","Poisonous","Convex","Scaly","Red","Musty","woods"
"7471","Poisonous","Knobbed","Smooth","Brown","Foul","paths"
"7472","Poisonous","Knobbed","Scaly","Red","Foul","woods"
"7473","Poisonous","Knobbed","Scaly","Red","Fishy","woods"
"7474","Poisonous","Knobbed","Smooth","Brown","Foul","woods"
"7475","Poisonous","Knobbed","Scaly","Red","Spicy","leaves"
"7476","Poisonous","Knobbed","Smooth","Red","Spicy","woods"
"7477","Poisonous","Convex","Smooth","Red","Fishy","paths"
"7478","Poisonous","Knobbed","Smooth","Red","Spicy","woods"
"7479","Poisonous","Knobbed","Smooth","Brown","Fishy","woods"
"7480","Edible","Bell","Fibrous","Gray","None","grasses"
"7481","Poisonous","Knobbed","Scaly","Brown","Musty","woods"
"7482","Edible","Flat","Smooth","Brown","None","paths"
